Date,FLRY3.SA,LREN3.SA
2020-04-28,23.40999984741211,40.20036315917969
2020-04-29,23.290000915527344,40.55018997192383
2020-04-30,22.799999237060547,38.38999938964844
2020-05-04,21.709999084472656,37.209999084472656
2020-05-05,21.520000457763672,36.349998474121094
2020-05-06,21.600000381469727,35.630001068115234
2020-05-07,20.979999542236328,33.310001373291016
2020-05-08,20.65999984741211,33.900001525878906
2020-05-11,19.860000610351562,32.70000076293945
2020-05-12,20.0,33.08000183105469
2020-05-13,19.610000610351562,31.780000686645508
2020-05-14,20.829999923706055,33.29999923706055
2020-05-15,20.149999618530273,33.41999816894531
2020-05-18,20.700000762939453,36.20000076293945
2020-05-19,19.959999084472656,36.790000915527344
2020-05-20,20.8700008392334,38.279998779296875
2020-05-21,22.079999923706055,40.77000045776367
2020-05-22,22.229999542236328,37.369998931884766
2020-05-25,23.0,40.369998931884766
2020-05-26,23.100000381469727,38.150001525878906
2020-05-27,23.350000381469727,39.790000915527344
2020-05-28,22.860000610351562,39.029998779296875
2020-05-29,23.350000381469727,38.54999923706055
2020-06-01,23.989999771118164,40.9900016784668
2020-06-02,25.610000610351562,42.130001068115234
2020-06-03,25.850000381469727,44.18000030517578
2020-06-04,25.200000762939453,44.560001373291016
2020-06-05,25.790000915527344,45.97999954223633
2020-06-08,26.059999465942383,46.209999084472656
2020-06-09,25.59000015258789,45.81999969482422
2020-06-10,25.3799991607666,43.900001525878906
