Data,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENGI11,EQTL3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TIMP3,TOTS3,UGPA3,USIM5,VALE3,VIVT4,VVAR3,WEGE3,YDUQ3
02/08/2019,20.49,53.6,43.12,48.76,30.75,34.28,32.4,8.3482,61.9,30.45,27.25,34.1,33.15,15.06,37.9057,15.24,7.99,14.36,13.66,33.17,23.4,51.11,15.86,52.81,25.35,11.85,48.33,42.9337,42.69,19.41,19.85,50.25,18.962,23.47,13.57,43.22,6.56,42.45,41.75,35.28,31.4,48.34,30.5,12.46,34.93,26.26,15.59,18.8754,49.7,35.4437,6.81,20.9,28.41,,87.1199,29.21,26.52,21.74,88.0,21.95,43.5333,42.49,55.93,42.09,30.21,28.3,12.59,49.0,19.89,8.5,47.84,52.8,8.19,23.74,34.66
05/08/2019,20.16,51.65,41.47,47.85,30.11,33.66,31.59,8.357999999999999,59.5,29.06,26.89,33.66,32.67,14.69,36.0672,14.85,7.79,14.06,12.98,32.74,23.1,49.48,14.91,51.86,24.6,11.61,47.4,42.4239,41.79,19.02,19.76,49.5,18.598,23.08,13.1,43.09,6.37,40.75,41.52,35.18,30.71,47.25,30.5433,12.26,34.45,25.86,15.55,18.1379,48.63,34.5,6.88,20.37,27.5,,87.1329,28.0,25.55,21.52,84.0,21.67,42.0,41.88,53.73,41.26,30.15,28.01,12.24,48.59,19.05,8.22,46.0,51.66,7.92,23.3,33.72
06/08/2019,20.48,52.97,42.8,48.5,30.86,34.17,32.36,8.6727,62.62,29.31,27.1,34.56,32.49,15.08,36.68,15.05,7.93,14.5,13.21,33.83,23.0,49.49,14.83,52.35,25.46,11.5,48.5,42.6138,42.0,19.46,20.3,49.6,19.0,23.2,13.09,44.25,6.41,40.94,42.6,35.1,31.52,48.0,32.3333,12.66,35.49,26.82,15.34,18.2874,50.4,36.6,7.39,21.2,27.85,,86.6416,28.47,25.88,22.16,86.5,22.03,42.7619,42.28,54.57,43.06,30.27,28.79,12.5,48.97,19.3,8.17,46.62,52.51,8.18,23.9,35.2
07/08/2019,20.63,53.12,43.44,48.45,31.3,34.89,33.02,8.6825,63.42,29.2,26.82,34.61,31.98,15.45,34.9404,15.23,7.91,14.0,12.95,34.0,23.14,51.3,14.59,51.01,25.38,11.54,47.4,41.7341,40.92,19.5,20.25,49.26,19.0,23.04,12.97,44.75,6.4,39.5,43.24,34.45,31.89,48.25,32.9933,12.99,36.8,26.74,15.31,17.8489,50.05,36.31,7.51,21.65,28.29,,86.6301,28.2,25.6,22.03,94.5,22.0,41.419,43.49,54.86,46.4,30.4,28.69,12.65,49.59,19.04,7.98,46.48,53.12,8.44,24.31,34.55
08/08/2019,20.17,54.55,45.33,48.8,31.47,35.06,34.44,8.9283,64.74,29.69,27.04,36.32,31.25,14.68,36.9766,15.32,7.67,14.5,13.05,33.98,23.06,52.82,14.95,51.8,26.08,11.68,47.5,43.3335,41.88,19.6,20.56,50.4,19.138,23.4,13.39,47.0,6.59,39.99,44.38,34.81,31.35,48.53,32.2833,13.12,37.0,26.8,15.65,17.9386,50.52,37.14,7.68,22.64,28.11,,86.6645,28.87,26.35,22.0,91.85,22.78,42.8571,44.69,56.55,47.52,31.1,28.9,12.6,53.5,19.38,8.3,47.18,53.26,8.53,24.44,34.55
09/08/2019,20.07,55.47,45.5,48.65,30.82,34.48,35.45,8.8988,64.25,29.44,27.34,38.16,31.07,15.12,43.5396,15.45,7.71,14.6,13.32,33.86,23.32,53.33,14.65,56.6,25.5,11.89,47.86,44.2632,42.87,19.55,20.61,51.0,19.496,23.47,13.29,47.15,6.48,40.56,44.25,34.91,31.95,48.44,33.2333,13.06,36.72,27.42,15.26,19.1245,50.46,37.78,7.8,21.25,28.0,,86.6375,28.62,26.28,30.06,92.0,22.9,42.4762,44.13,57.59,47.07,30.46,28.25,12.35,56.37,19.36,8.1,45.49,51.35,8.53,24.18,34.45
12/08/2019,19.48,54.3,44.24,47.0,30.1,33.76,33.7,8.594,62.5,28.82,27.25,38.63,30.94,14.93,42.6501,14.98,7.52,14.53,13.1,33.64,22.92,52.11,14.52,54.89,24.7,11.63,47.2,42.9337,41.6,19.43,20.42,50.21,19.12,23.5,12.93,46.63,6.33,37.64,44.14,34.78,31.02,47.38,32.7433,12.6,35.2,29.0,15.17,18.5864,49.8,36.42,8.08,21.08,27.95,,86.8081,27.85,25.65,28.81,89.9,22.47,41.8286,43.46,57.7,46.3,30.84,28.29,12.07,54.9,19.02,7.96,45.16,51.85,8.28,23.75,33.52
13/08/2019,19.38,53.55,45.86,47.55,30.47,34.1,34.07,8.4957,64.06,29.6,27.25,39.0,31.63,14.93,43.8164,15.46,7.63,14.84,12.9,33.62,23.2,51.4,14.98,54.72,24.98,12.1,47.9,43.5534,41.47,19.5,20.42,50.41,19.45,24.0,13.27,46.65,6.57,38.1,44.1,34.84,31.15,47.6,33.5233,12.92,35.89,27.97,15.67,18.5963,50.25,37.85,7.9,20.27,28.23,,86.9079,27.96,25.79,27.9,90.39,22.95,42.8381,43.64,57.7,45.71,32.65,28.78,12.1,54.7,18.8,8.18,46.5,52.25,8.46,24.28,33.78
14/08/2019,19.01,50.97,43.7,45.89,29.66,33.43,33.34,8.1515,62.37,28.85,27.1,38.0,30.78,14.54,43.6879,15.06,7.51,14.5,11.5,33.0,22.64,48.6,14.36,54.35,24.1,11.64,46.17,41.0744,39.67,18.36,19.9,49.14,18.942,23.51,12.71,46.1,6.25,36.4,46.1,34.19,30.74,46.25,33.51,12.75,35.1,27.35,15.02,17.7991,48.5,36.95,7.82,19.36,27.53,,87.1249,27.1,24.92,27.15,88.01,21.97,41.9714,42.33,55.96,44.7,32.06,28.07,11.93,54.53,18.43,7.78,44.88,51.24,8.11,23.09,32.19
15/08/2019,18.78,50.56,43.35,45.85,29.51,33.2,33.1,8.1024,62.0,28.34,26.67,38.16,30.3,14.39,41.5727,15.05,7.4,14.11,10.75,32.4,22.45,48.54,13.9,52.96,23.36,11.61,45.35,40.3347,39.78,18.05,19.48,48.64,18.84,22.71,12.28,46.42,6.1,35.71,47.16,32.98,30.08,45.62,33.1933,12.8,35.0,28.62,14.95,17.5698,48.23,36.31,7.77,18.72,26.94,,87.0526,26.5,24.23,26.55,87.2,22.17,41.381,42.4,52.64,44.18,31.84,27.6,11.68,53.7,16.88,7.44,43.89,51.67,7.69,22.35,31.6
16/08/2019,18.9,50.47,44.5,45.73,29.59,33.27,33.24,8.0925,61.45,28.08,27.78,38.57,29.6,14.36,41.9582,15.38,7.33,14.54,10.72,32.99,22.55,49.59,14.11,53.15,24.0,11.93,45.15,41.3843,40.71,18.0,19.85,49.49,19.48,23.54,12.68,47.4,6.28,34.98,49.0,33.0,31.87,45.94,33.96,12.51,34.35,29.1,14.9,17.9186,49.56,37.56,7.74,18.4,26.9,,87.0873,26.38,23.91,28.0,88.55,23.2,42.8476,42.65,52.5,45.35,32.04,27.6,12.08,53.29,16.5,7.3,43.69,52.91,7.12,22.8,31.41
19/08/2019,19.11,49.83,45.5,44.83,29.1,32.79,33.15,8.0925,63.8,27.71,28.0,38.26,29.01,14.05,41.7605,15.31,7.26,14.75,10.79,32.76,22.57,49.6,13.87,53.71,23.69,11.75,45.15,40.6346,40.42,17.95,19.75,48.93,19.314,23.2,12.26,47.24,6.1,34.9,47.74,33.0,31.71,45.5,33.5333,12.29,34.2,28.9,14.79,17.6894,49.4,37.83,7.65,18.1,27.0,,86.9853,26.74,24.03,27.04,89.29,23.04,42.619,42.33,52.58,44.75,31.93,27.38,11.98,53.35,15.85,7.06,43.65,52.41,6.73,22.54,31.28
20/08/2019,18.94,49.68,45.76,44.79,28.8,32.47,33.08,7.9549,65.5,27.98,28.53,37.89,28.26,14.06,43.0454,16.0,7.59,14.76,11.13,32.8,22.97,48.74,14.37,54.0,23.3,12.06,44.31,40.0248,40.25,18.0,19.35,48.0,19.144,23.71,12.31,48.0,6.16,35.4,48.79,32.43,31.45,45.65,33.5467,12.1,33.82,28.64,14.66,17.809,49.3,36.53,7.64,17.81,26.55,,87.0492,26.49,24.02,27.5,89.91,23.18,42.1714,41.75,52.9,44.92,31.15,27.0,11.84,53.71,15.84,7.27,43.84,53.1,7.06,22.6,32.71
21/08/2019,18.8,50.85,45.82,47.35,29.51,33.11,33.27,7.9844,66.39,28.12,29.0,38.36,28.35,14.2,43.4902,16.3,7.95,15.38,11.15,33.06,23.07,49.4,14.05,55.89,25.2,12.3,44.57,44.9829,45.0,18.14,19.59,48.2,19.452,24.21,12.55,49.05,6.27,35.3,49.99,32.9,32.32,46.0,34.04,12.25,34.08,29.25,14.69,17.7293,50.13,36.54,7.86,18.88,26.79,,86.9987,27.9,25.45,29.55,89.5,23.57,43.2381,42.19,55.38,44.9,30.4,27.53,11.97,54.43,16.72,7.43,44.15,53.59,7.18,23.06,32.85
22/08/2019,18.47,48.94,45.47,46.65,28.9,32.68,32.6,8.2597,67.2,28.1,28.47,39.56,27.89,14.08,42.5611,16.04,7.62,15.03,10.54,32.71,22.28,49.15,13.76,55.5,24.48,12.3,44.0,46.8122,46.81,18.15,19.6,48.0,19.4,24.52,12.61,50.25,6.28,33.4,49.98,31.98,31.6,45.62,33.6,12.05,33.54,29.06,14.66,17.1812,49.06,34.43,8.18,19.2,26.31,,87.5313,27.63,25.22,30.35,89.3,22.8,42.5048,41.67,54.69,46.1,29.4,27.67,11.86,53.3,17.14,7.51,43.89,52.6,6.9,22.73,32.51
23/08/2019,18.33,47.3,43.83,44.95,28.15,31.97,32.19,7.8664,55.6,27.15,28.15,38.59,26.8,13.8,41.88,15.67,7.24,14.57,10.27,32.39,21.7,47.99,13.62,52.59,23.84,11.96,43.73,45.1828,46.16,17.85,19.08,47.12,18.964,24.03,12.29,49.93,6.05,33.4,48.21,31.84,31.26,45.34,33.5,11.88,33.15,27.65,14.34,16.5932,48.05,33.78,7.98,18.73,25.8,,87.46600000000002,26.76,24.28,29.7,89.0,21.95,41.6762,41.03,52.43,48.6,28.0,27.24,11.76,53.39,16.02,7.23,43.28,52.2,6.79,22.22,30.78
26/08/2019,18.09,46.0,42.3,44.74,28.03,31.64,31.88,7.9549,45.62,26.94,27.78,37.88,26.34,13.55,41.06,15.69,7.3,14.37,9.85,32.2,21.31,47.55,13.53,52.49,23.14,11.85,43.03,43.7834,45.61,17.66,19.29,46.16,18.72,23.43,12.01,49.45,5.89,32.39,48.3,30.95,30.8,44.22,32.8333,11.83,33.14,27.73,14.3,16.5434,47.05,33.7,7.8,17.65,25.57,,87.0713,26.41,23.96,28.07,87.98,21.6,40.8667,40.67,51.7,49.0,28.04,26.84,11.72,52.37,15.6,7.14,42.8,51.1,6.48,21.55,30.83
27/08/2019,18.17,45.98,43.0,44.38,28.38,32.04,32.1,7.9942,53.82,26.89,27.99,38.01,26.12,13.65,41.33,15.86,7.22,14.46,9.76,32.25,21.69,47.19,13.36,51.8,23.79,11.92,42.97,42.6738,44.05,17.55,19.44,46.65,18.478,23.34,11.77,50.28,5.78,32.82,48.95,31.49,30.77,45.2,33.4,12.02,33.53,27.85,14.36,16.8922,47.44,34.21,7.69,18.31,25.83,,86.6151,26.91,24.34,28.89,89.3,21.72,42.5714,40.82,50.8,48.3,28.52,27.33,11.89,51.99,15.58,7.0,43.32,51.65,6.85,21.68,30.2
28/08/2019,18.15,46.54,43.63,44.01,28.22,31.85,32.51,8.0925,52.82,27.36,28.45,39.09,27.8,13.79,44.41,15.87,7.26,14.02,9.86,32.07,21.75,49.0,13.42,51.58,23.72,12.15,43.45,44.1832,45.06,17.72,19.36,46.3,18.52,23.31,11.91,51.35,5.81,32.32,49.0,32.0,31.0,45.31,33.1667,12.2,33.91,28.69,14.55,17.1712,48.61,34.91,7.67,18.29,26.15,,86.8957,27.1,24.59,29.21,93.58,22.22,42.9238,41.25,50.81,49.28,28.72,27.41,11.82,52.71,15.97,7.01,43.48,52.2,7.0,22.09,30.54
29/08/2019,18.55,48.55,44.29,45.08,29.12,32.45,32.88,8.3482,56.01,28.46,28.8,38.87,28.94,13.79,45.76,16.4,7.49,14.46,10.19,32.2,22.42,49.6,14.21,53.15,24.39,12.57,44.02,45.4527,46.2,18.01,19.45,46.88,18.78,24.08,12.53,53.85,6.07,33.76,50.5,32.25,32.36,45.7,34.6667,12.26,34.09,29.45,14.86,17.9485,50.18,37.26,8.19,19.69,26.26,,87.0986,28.12,25.5,29.23,92.11,22.51,44.0,42.47,51.2,48.07,29.0,27.74,12.21,53.2,16.84,7.65,45.1,52.24,7.31,22.4,32.35
30/08/2019,18.72,47.1,44.8,46.24,30.3,32.95,32.67,8.3482,57.05,28.43,28.8,38.14,28.22,13.48,47.0,16.25,7.75,14.76,10.08,32.4,22.3,49.99,14.36,53.07,25.19,12.4,44.98,45.9226,46.95,17.95,20.1,47.25,19.154,24.0,12.87,56.08,6.25,33.2,51.71,33.15,32.17,46.0,36.1667,12.29,33.94,29.64,15.06,18.6661,50.55,36.29,8.35,19.7,25.99,,86.448,28.27,25.5,28.59,92.04,22.1,44.8,42.51,51.7,48.45,29.08,28.1,12.3,53.88,16.42,7.9,45.57,53.67,7.73,22.5,31.46
02/09/2019,18.38,47.14,43.94,45.65,29.62,32.61,32.65,7.9647,58.8,28.74,28.75,38.41,28.05,13.8,46.8,16.3,7.59,14.9,10.07,32.67,22.25,49.69,14.35,53.7,25.82,12.53,44.25,46.0925,47.27,17.71,20.15,47.85,19.64,24.0,12.66,57.0,6.16,32.64,52.2,32.89,32.6,46.04,34.9,12.14,33.5,29.16,14.97,18.5365,50.34,36.61,8.34,19.9,26.2,,86.5181,27.97,25.3,29.5,90.2,22.76,44.6667,42.01,51.99,48.17,29.14,27.98,12.35,54.02,16.6,7.82,46.01,54.33,7.79,22.78,31.99
03/09/2019,18.52,45.96,43.75,44.8,28.97,32.06,32.22,7.709,56.3,28.38,28.33,37.72,27.48,13.61,45.9,16.3,7.7,14.61,10.05,32.31,22.14,49.55,13.93,53.24,25.08,12.48,43.94,44.5831,46.46,17.88,19.83,47.41,19.5,24.0,12.58,57.4,6.13,31.56,52.0,32.5,32.78,45.55,34.3567,11.95,32.86,28.95,14.8,18.5664,49.75,35.88,8.5,18.94,26.04,,86.556,28.11,25.6,28.61,90.7,22.38,44.3429,41.11,50.87,46.15,28.62,28.0,12.04,52.6,16.99,7.74,45.52,54.06,7.56,22.19,32.97
04/09/2019,18.8,47.11,44.63,45.86,29.41,32.46,32.62,7.7877,55.74,28.95,28.13,37.89,28.87,13.58,47.07,16.75,7.91,14.69,10.28,32.39,22.1,50.66,14.12,52.2,23.8,12.82,44.22,45.6826,46.88,18.05,19.82,48.0,19.86,23.94,12.58,56.0,6.09,32.0,50.29,32.43,33.29,45.9,34.5,12.14,33.09,29.9,15.1,18.975,50.52,37.2,8.52,17.72,26.3,,86.368,28.82,26.26,29.0,91.5,22.88,44.9333,41.79,51.53,46.8,28.75,28.5,11.99,53.58,17.6,7.65,46.52,55.0,7.62,22.63,33.08
05/09/2019,18.69,49.22,45.3,47.46,30.13,33.21,32.82,7.827000000000001,54.79,29.15,28.2,38.06,28.55,13.69,46.6,17.34,7.75,14.82,10.33,32.07,21.86,51.23,14.25,51.8,23.9,12.78,44.69,45.9825,47.2,18.4,19.88,48.14,19.594,23.77,12.67,55.3,6.15,34.01,50.22,32.14,33.46,46.35,34.1133,12.58,34.03,30.24,14.99,18.9152,50.25,36.7,8.57,17.97,26.57,,86.665,29.0,26.39,29.05,90.97,23.24,45.0,42.97,52.11,47.0,29.55,28.4,11.95,53.89,17.89,7.7,46.52,55.64,7.55,22.78,32.44
06/09/2019,18.72,49.35,45.9,49.55,31.3,34.6,32.73,7.7385,53.1,28.95,28.34,37.38,28.6,13.58,46.1,16.7,7.75,14.71,10.4,31.9,21.55,51.71,14.07,50.83,23.4,12.98,44.0,44.9829,46.24,18.01,19.71,48.32,19.5,23.8,12.43,54.42,6.12,34.06,49.2,32.0,33.04,45.93,33.74,12.95,35.17,30.06,15.0,18.686,49.97,36.0,8.57,17.45,26.3,,87.0944,29.19,26.52,28.55,90.81,23.32,44.6,44.0,51.6,46.04,29.67,28.36,11.8,53.4,18.04,7.67,46.45,54.65,7.38,22.84,32.24
09/09/2019,18.87,48.39,43.82,50.0,31.72,35.04,32.43,8.1614,50.56,29.79,27.68,36.95,29.74,13.23,43.5,16.41,7.49,14.47,10.35,31.03,20.74,52.48,14.52,51.7,21.9,12.9,43.75,44.9629,46.33,18.31,19.24,45.85,18.91,23.46,13.11,52.49,6.38,32.7,48.08,30.94,32.54,44.0,34.52,13.11,36.03,29.0,15.2,18.387,49.49,34.2,8.9,16.83,25.54,,87.8225,29.77,26.93,27.36,90.82,23.16,43.3524,44.69,49.56,44.75,31.62,28.1,11.5,50.9,18.32,8.29,47.89,52.99,7.01,22.58,31.67
10/09/2019,18.82,48.15,43.9,49.16,31.51,34.42,32.72,8.24,51.24,30.17,27.59,37.9,29.8,13.32,41.4,16.85,7.52,14.4,10.69,31.0,21.1,52.85,14.9,50.85,22.34,13.0,43.61,44.5731,46.15,18.85,19.3,46.42,19.174,23.46,13.52,52.5,6.54,32.7,49.26,30.53,32.58,44.69,34.6,12.98,35.33,29.0,15.09,17.7991,49.45,32.5,8.9,16.97,26.07,,87.6175,30.0,27.1,27.88,92.5,23.18,42.7524,44.88,50.47,45.0,31.29,27.88,11.74,51.47,18.38,8.32,48.24,52.56,6.78,22.93,32.75
11/09/2019,18.91,49.39,44.53,47.99,31.6,34.27,33.49,8.5743,53.54,30.05,27.9,38.45,30.0,13.88,42.75,16.67,7.7,14.73,10.53,31.68,21.8,53.74,14.49,52.5,22.85,12.97,44.37,45.7026,47.07,18.64,19.66,47.45,19.804,23.81,13.23,54.33,6.42,34.33,51.32,31.55,32.84,46.2,35.2167,12.94,35.17,28.6,15.22,18.7259,51.03,34.6,8.97,18.5,27.05,,87.9041,29.47,26.87,28.48,94.45,23.58,43.4762,44.23,51.01,45.93,30.92,28.68,11.85,53.28,17.9,8.25,47.95,53.4,6.98,23.08,33.0
12/09/2019,19.37,52.05,44.48,48.0,31.34,33.9,33.89,8.5645,54.91,31.3,27.8,38.03,30.06,13.59,43.12,17.05,7.71,14.75,11.13,31.95,21.53,54.81,14.81,51.96,22.6,13.17,44.67,44.803,46.44,19.46,19.74,47.89,20.1,24.22,13.61,53.39,6.55,35.75,49.92,32.45,32.79,45.55,35.0,13.11,35.39,29.1,15.28,18.7956,50.31,35.0,9.01,18.15,26.86,,87.7097,29.83,27.06,28.26,93.62,23.75,43.2857,44.6,51.5,45.8,32.55,29.0,12.15,53.4,18.0,8.28,49.69,53.55,7.1,23.05,34.21
13/09/2019,19.1,51.34,43.0,47.14,30.98,33.46,33.64,8.6628,54.99,31.27,27.29,38.0,29.78,13.3,41.75,16.5,7.64,14.43,10.72,31.74,21.11,54.55,14.59,51.3,22.03,12.79,44.02,43.4335,44.99,19.47,19.38,47.68,20.026,24.31,13.56,52.75,6.5,34.75,50.2,32.42,32.6,44.7,34.3333,13.16,35.87,29.83,15.31,18.3771,48.8,34.1,9.59,17.7,25.95,,88.0279,29.66,26.88,27.62,92.6,23.49,41.9048,45.2,51.17,46.0,33.3,28.66,11.95,53.03,17.51,8.13,49.79,52.02,6.91,23.72,33.52
16/09/2019,19.15,47.0,43.07,46.65,30.7,33.02,33.43,8.712,54.47,31.11,27.53,38.1,29.63,13.34,42.78,16.66,8.1,14.11,11.27,31.68,21.14,54.57,14.38,50.7,21.8,12.77,44.42,43.8633,45.42,19.43,19.3,48.07,20.1,24.15,13.5,54.55,6.44,32.05,50.45,31.82,32.6,44.4,35.6667,13.12,35.23,29.74,15.32,18.6163,48.7,34.87,9.84,17.41,26.33,,87.305,31.0,28.06,28.19,92.63,23.02,42.1333,44.48,50.65,45.97,34.28,28.49,11.96,53.34,18.2,8.11,48.59,52.5,6.95,23.24,33.65
17/09/2019,19.43,48.45,44.12,47.3,31.06,33.9,33.72,9.007,55.45,31.2,27.16,38.16,30.48,13.73,43.41,17.06,8.22,14.42,11.3,32.9,21.85,53.88,14.66,50.0,22.83,12.82,43.9,44.4531,45.91,19.3,19.51,48.68,20.114,24.61,13.58,55.75,6.51,33.83,51.5,33.0,32.76,45.7,37.5767,13.18,35.36,29.55,15.39,19.0149,49.43,34.85,9.92,18.65,26.96,,87.353,30.52,27.69,27.97,94.07,23.12,42.381,44.8,50.23,46.29,34.1,28.84,12.05,53.99,19.02,8.32,48.9,53.67,6.97,23.8,33.86
18/09/2019,19.26,49.2,44.92,48.02,31.29,34.0,33.95,9.0758,57.0,31.23,26.85,38.39,31.54,13.88,44.9,17.21,8.96,14.3,11.28,32.81,21.78,53.53,14.33,52.85,22.82,12.95,43.97,43.5834,45.35,19.5,19.42,49.0,20.376,24.72,13.43,54.56,6.47,33.64,51.3,33.0,32.8,46.49,37.1667,13.2,35.25,29.46,15.53,19.0847,49.7,35.06,9.86,18.22,27.21,,87.311,30.02,27.22,28.44,92.16,23.56,42.981,44.7,50.33,46.15,33.79,29.0,11.9,54.2,18.78,8.42,48.4,53.44,7.03,24.0,34.17
19/09/2019,19.35,49.28,44.58,46.77,30.87,33.59,34.37,9.0561,57.96,31.38,26.9,37.72,30.76,14.33,47.48,17.31,8.5,14.35,11.29,33.18,22.04,54.0,14.2,53.95,23.35,13.4,45.17,42.5338,44.72,19.49,19.62,50.6,20.442,24.54,13.4,53.63,6.45,34.11,51.49,33.68,33.2,47.5,37.38,13.08,34.66,29.64,15.55,19.6029,50.66,35.81,10.53,18.3,28.17,,87.3395,30.24,27.29,28.3,93.06,23.51,43.6857,44.29,50.78,45.91,32.99,29.35,11.92,55.61,18.26,8.25,48.32,54.24,7.4,23.69,35.08
20/09/2019,19.39,48.73,45.32,47.51,31.9,34.18,34.65,9.3905,57.47,31.75,27.4,38.47,32.39,14.49,47.52,17.17,8.39,14.29,11.26,32.51,22.2,54.18,14.29,53.22,23.51,13.64,44.89,40.0748,42.31,19.52,19.25,51.09,20.426,25.14,13.25,54.01,6.39,33.21,51.72,33.63,33.96,48.4,37.07,13.24,34.75,30.9,15.25,19.6328,50.1,36.56,11.07,18.3,28.7,,87.5916,30.32,27.0,28.9,93.61,24.02,43.78100000000001,44.3,49.3,45.89,31.9,28.94,11.99,56.55,18.34,8.13,48.42,54.52,7.4,24.4,34.87
23/09/2019,19.41,48.13,44.86,47.28,31.64,34.25,34.53,9.42,57.0,31.25,27.3,38.75,32.83,14.45,47.29,17.1,8.61,14.2,11.43,32.18,21.44,52.81,14.47,51.25,23.52,13.7,44.66,40.6745,42.65,19.12,19.33,50.47,20.282,25.51,13.21,54.13,6.4,32.58,53.14,33.78,33.48,47.82,37.2933,13.1,34.64,30.7,15.37,19.4833,49.45,35.99,11.04,18.1,28.7,,87.9042,30.45,27.48,28.88,93.8,23.92,42.3238,43.91,49.08,45.0,32.99,28.81,11.87,57.0,18.25,8.13,48.1,54.0,7.56,24.2,35.2
24/09/2019,19.35,47.28,44.3,45.84,31.29,33.81,34.48,9.7346,56.9,30.61,27.1,39.84,32.16,14.58,49.35,16.59,8.58,14.05,11.65,32.15,21.27,53.44,13.6,51.07,23.3,13.4,44.71,39.525,41.8,18.46,19.06,50.31,20.224,25.53,12.95,52.85,6.26,32.4,52.2,33.02,33.19,47.33,36.8,13.06,34.28,32.88,15.2,19.7524,49.5,36.77,11.34,17.76,28.57,,87.4373,30.06,27.27,28.9,96.35,23.59,41.5238,44.0,48.88,44.43,32.41,28.65,11.74,57.45,17.9,7.9,46.93,53.98,7.47,23.88,35.35
25/09/2019,19.6,48.5,44.01,45.54,31.59,34.03,34.78,9.7936,57.31,31.18,27.02,40.5,32.35,14.47,47.5,16.96,8.37,13.9,11.3,32.03,21.2,54.26,13.84,50.9,22.92,13.63,44.01,39.7249,41.68,18.62,19.12,49.57,19.9,25.3,13.11,53.2,6.29,33.5,52.2,32.55,33.34,47.0,36.7567,13.14,34.68,33.2,15.29,19.9716,49.47,36.72,11.25,17.42,28.43,,87.5914,30.1,27.34,30.12,95.92,23.66,42.5143,44.56,48.19,45.61,33.4,28.52,11.87,56.62,17.99,8.05,47.86,54.26,7.64,24.24,35.05
26/09/2019,19.53,49.87,44.77,45.71,31.86,34.52,35.5,9.7838,58.54,31.19,27.58,39.92,32.43,14.52,47.78,16.7,8.3,14.1,11.4,32.48,21.43,54.98,13.64,52.22,23.52,13.7,43.9,39.8848,42.0,18.22,19.3,50.0,19.918,25.5,13.13,53.2,6.27,34.23,52.95,32.95,33.6,47.59,37.02,13.42,35.68,32.8,15.22,19.9517,50.07,36.57,10.94,17.61,28.7,,88.0818,30.35,27.7,29.52,96.08,23.6,42.2571,45.0,48.91,46.11,33.34,28.21,12.08,57.4,18.3,8.04,47.86,54.45,7.86,24.24,35.5
27/09/2019,19.45,49.62,44.38,45.34,31.83,34.5,35.66,9.7739,58.11,31.29,27.41,38.7,32.69,14.36,48.83,16.9,7.93,14.1,11.3,32.65,21.25,53.53,13.38,54.74,23.56,14.15,43.95,40.1747,42.15,18.13,19.11,49.39,19.942,25.7,13.03,53.6,6.24,32.0,53.2,33.97,33.6,46.93,37.48,13.39,35.53,32.45,15.14,19.8221,50.18,36.8,10.99,17.62,28.58,,88.2358,30.42,27.66,30.36,96.15,23.91,42.0571,45.83,48.45,47.3,33.75,28.3,11.92,58.0,18.43,8.0,47.66,54.96,7.87,24.13,35.57
30/09/2019,19.25,49.71,43.63,45.49,31.25,33.92,35.03,9.6265,58.54,31.56,27.53,38.2,32.52,14.41,48.35,17.25,8.0,14.33,11.18,32.89,21.05,53.2,13.23,55.85,24.05,14.1,44.39,40.1347,42.02,17.91,19.7,49.78,20.058,26.42,13.16,54.25,6.25,32.3,53.85,34.72,33.53,47.53,37.66,13.18,35.03,32.79,15.39,19.8919,50.47,37.04,11.02,17.64,28.85,,88.4142,30.16,27.55,31.1,95.81,24.5,43.2952,45.46,49.6,47.71,33.65,28.8,11.91,57.74,18.49,7.68,47.75,54.94,7.92,24.23,36.08
01/10/2019,19.31,48.94,43.77,44.95,30.98,33.46,34.41,9.7838,57.8,31.13,27.05,37.99,31.72,14.21,48.61,17.0,7.86,14.5,11.11,32.81,20.64,53.61,13.22,56.2,24.24,13.95,44.44,39.2851,41.46,17.84,19.35,49.32,19.86,26.1,13.09,53.52,6.23,31.8,53.2,33.91,33.22,46.95,37.25,12.95,34.22,32.95,15.17,19.6527,50.49,37.45,11.65,17.96,27.99,,88.3527,29.98,27.51,30.99,95.93,24.5,42.2952,45.01,49.75,47.65,33.65,28.65,11.78,58.45,19.26,7.74,47.71,53.92,7.8,24.23,35.25
