Data,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENGI11,EQTL3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TIMP3,TOTS3,UGPA3,USIM5,VALE3,VIVT4,VVAR3,WEGE3,YDUQ3
04/12/2019,18.3,53.41,49.38,49.09,32.1,34.56,36.11,14.2676,69.96,34.44,27.7,36.4,28.83,16.28,59.2,16.78,7.68,12.88,10.62,32.0,18.97,65.1,13.13,41.06,27.61,13.95,46.93,35.65,36.61,18.38,20.1,48.07,21.32,28.49,17.26,59.94,7.92,34.45,58.02,33.24,32.25,49.26,36.9,13.65,36.56,27.23,17.97,23.0411,52.9,44.07,10.98,18.7,29.78,,84.1462,31.45,29.66,34.89,107.25,25.35,42.2857,44.9,58.23,53.57,37.91,28.7,14.09,63.85,22.15,8.81,50.92,56.25,9.45,31.82,42.0
05/12/2019,18.15,53.41,49.25,48.67,32.32,34.7,36.7,14.8183,70.59,35.42,27.42,36.3,28.64,16.4,59.5,16.9,8.08,13.08,10.66,32.15,19.09,65.65,12.98,40.7,27.71,13.97,47.64,35.65,36.7,18.41,20.25,49.07,21.77,28.31,17.3,59.22,7.91,34.35,57.99,32.84,32.12,49.7,37.2,13.59,36.51,27.55,18.2,22.9614,52.98,44.89,11.07,18.39,30.21,,84.1177,31.86,30.05,34.79,105.53,25.22,42.8952,45.4,58.33,52.66,38.0,28.98,14.15,64.29,21.68,8.8,50.95,56.56,9.32,32.77,41.85
06/12/2019,18.45,54.7,49.1,48.47,32.3,34.31,36.72,14.8281,73.87,35.73,27.23,36.9,29.31,16.55,61.41,17.01,8.07,13.02,10.94,32.18,19.73,66.54,13.33,41.4,28.77,14.0,47.65,35.82,37.19,18.56,20.02,49.74,21.78,28.88,17.6,60.87,8.1,36.06,57.78,33.51,32.29,49.49,37.07,13.46,35.85,27.45,18.39,24.5858,54.16,45.4,11.1,19.26,30.53,,84.1897,32.07,30.35,35.15,104.92,25.2,43.5238,44.63,58.45,53.57,38.2,28.94,14.28,65.41,21.5,9.0,51.35,56.86,10.0,32.74,44.14
09/12/2019,18.44,54.71,47.65,48.62,32.03,34.6,36.62,14.9952,76.74,35.94,26.65,36.85,29.04,16.48,60.73,17.42,8.14,12.88,10.99,32.44,19.64,65.86,13.16,41.2,28.98,14.16,47.5,35.77,37.2,18.5,20.35,49.99,21.92,29.05,17.18,58.74,7.9,36.69,55.8,33.52,32.05,49.41,36.82,13.68,36.55,26.53,18.08,24.9845,52.9,45.85,10.87,19.46,30.49,,83.81299999999997,32.23,30.21,34.82,102.79,25.2,42.9905,44.47,59.7,52.56,37.78,29.28,14.42,65.04,21.38,8.7,51.44,56.93,10.23,31.91,42.45
10/12/2019,18.37,53.6,46.79,47.92,31.91,34.48,36.19,14.7888,74.13,36.15,27.24,36.8,29.13,16.96,61.3,17.15,8.1,12.74,11.16,32.45,19.53,66.34,13.33,41.62,28.99,14.16,47.27,35.79,37.01,18.43,20.36,49.46,22.18,28.44,17.67,58.18,8.06,35.0,54.62,33.56,32.44,49.75,36.85,13.66,36.02,26.0,18.28,24.85,52.71,46.6,11.19,19.54,30.55,,84.0421,32.43,30.44,34.38,103.9,25.05,42.3333,44.55,59.89,51.24,38.09,29.52,14.11,64.85,21.65,8.8,51.2,56.75,10.2,31.97,42.35
11/12/2019,18.45,54.64,46.2,47.85,31.85,34.28,36.35,14.5429,72.88,36.4,27.52,35.88,29.33,17.1,61.4,17.3,8.25,13.0,11.95,32.5,20.07,68.51,13.66,41.81,28.0,14.6,47.75,36.07,37.0,18.57,20.5,49.92,22.55,28.5,17.6,57.97,8.0,35.3,56.22,34.61,32.31,50.0,36.74,13.62,35.6,25.45,18.56,24.7,53.44,47.58,11.1,19.65,30.45,,83.9394,32.44,30.4,34.4,101.5,25.65,43.4381,44.32,61.5,52.28,39.18,29.55,14.17,64.74,21.75,8.93,51.83,55.95,10.32,33.07,44.15
12/12/2019,18.7,55.07,46.69,48.91,32.23,34.74,36.5,14.0611,74.72,36.99,27.8,35.51,29.29,17.17,64.61,17.28,8.4,13.02,12.1,32.9,20.98,68.95,14.1,43.43,28.67,14.6,47.83,36.18,37.03,18.82,20.54,50.4,22.18,28.44,17.91,59.45,8.1,35.7,57.2,33.99,32.74,50.35,37.54,13.6,35.59,25.25,18.75,26.19,54.05,47.83,10.97,20.86,30.8,,83.7397,32.87,30.97,34.03,103.62,25.88,44.5524,44.25,59.44,53.5,39.16,29.9,14.44,67.0,22.07,9.29,52.95,55.81,10.0,33.8,45.01
13/12/2019,19.01,56.86,46.4,48.53,32.52,34.8,37.35,13.5006,74.7,37.82,27.52,33.95,29.13,17.39,67.3,17.54,8.78,13.03,12.2,33.4,20.8,69.3,14.18,43.63,29.43,14.79,47.99,35.96,37.29,19.03,20.68,51.2,22.67,28.78,18.49,60.0,8.57,36.18,56.18,33.57,33.12,50.02,36.68,13.7,36.31,25.64,18.84,26.74,54.25,49.07,10.91,22.16,30.85,,84.0497,31.33,29.98,34.22,107.01,25.41,44.6,44.53,58.4,53.53,38.88,30.14,14.68,68.7,22.26,9.25,53.76,56.33,10.87,34.05,47.2
16/12/2019,19.08,57.27,46.22,47.87,32.03,34.19,36.82,13.245,74.85,37.75,28.5,34.74,28.64,17.36,66.54,17.77,8.33,13.41,12.1,33.7,21.02,69.33,14.01,43.38,30.11,15.21,47.51,36.25,37.85,18.96,20.61,51.52,22.06,28.95,18.11,61.59,8.48,36.33,57.84,34.1,33.5,50.67,36.74,13.57,35.48,25.5,18.66,26.5,54.45,49.3,10.87,22.35,31.08,,84.2171,31.09,29.41,33.95,105.33,25.37,45.2381,45.25,58.54,54.4,39.2,30.4,14.52,68.0,22.43,9.12,53.34,56.63,11.25,33.49,47.35
17/12/2019,18.91,56.87,47.79,48.95,32.54,34.82,37.55,12.4682,75.0,37.63,29.2,33.63,28.46,17.39,64.28,17.75,8.79,13.5,12.0,33.45,21.47,68.4,13.88,42.66,29.66,15.15,47.3,35.93,37.66,19.16,20.5,50.75,22.08,28.81,18.02,63.0,8.43,35.33,58.26,33.17,33.62,50.14,37.22,13.83,36.02,24.99,18.81,25.87,54.14,47.88,10.7,21.87,30.73,,84.62200000000001,31.52,29.85,34.15,106.01,25.26,45.0476,45.09,58.13,54.56,40.03,30.03,14.61,67.9,23.0,9.25,53.42,56.87,10.99,33.96,46.35
18/12/2019,19.09,57.61,48.56,50.64,33.58,35.79,38.03,12.714,74.57,37.4,29.22,34.33,28.77,17.67,63.88,18.21,8.74,13.57,11.64,34.21,22.31,69.12,13.73,43.07,29.7,15.51,49.68,35.39,36.55,19.42,20.72,51.8,22.38,29.85,17.83,65.33,8.39,35.15,61.0,33.15,34.91,50.56,38.21,13.97,36.48,25.88,18.79,25.7,55.1,48.53,10.25,21.54,31.1,,84.2422,32.35,30.54,35.68,104.93,25.26,46.0286,46.58,59.31,54.79,39.57,30.42,14.79,67.7,23.69,9.25,53.47,57.06,11.26,33.9,48.14
19/12/2019,19.17,57.71,48.56,51.16,34.3,36.45,38.3,12.1634,75.97,37.5,29.43,34.37,28.01,18.0,63.81,18.23,8.54,13.69,11.21,35.09,22.33,68.37,13.73,44.59,29.29,15.96,48.75,35.87,37.1,19.29,21.16,51.84,22.55,30.4,18.27,66.7,8.7,36.44,62.16,34.0,35.48,50.87,38.25,13.98,36.66,26.25,19.01,25.85,55.64,48.62,9.8,21.73,31.66,,84.3508,32.3,30.61,37.0,105.76,25.48,46.5714,46.81,59.64,56.22,39.67,30.65,14.7,68.0,24.29,9.32,54.0,57.24,11.24,33.6,49.7
20/12/2019,18.91,57.0,49.1,51.06,33.32,35.69,37.76,11.8782,75.57,37.89,29.3,34.81,28.38,17.95,62.7,18.84,8.47,13.65,10.89,35.23,23.0,69.61,13.81,43.59,29.18,15.86,48.52,35.98,37.23,19.65,21.37,51.88,22.32,29.83,19.15,67.24,8.93,35.89,63.95,34.29,35.4,51.6,38.95,13.85,36.5,26.0,18.74,26.14,55.71,48.59,9.49,20.95,32.01,,84.1118,31.93,30.26,36.9,107.27,25.67,45.5429,47.26,59.68,56.46,40.18,30.31,15.27,68.46,24.61,9.33,54.79,57.86,11.37,33.89,48.12
23/12/2019,18.96,57.6,46.87,52.6,33.99,35.91,37.95,11.8684,74.17,38.43,30.2,34.53,29.25,18.16,62.6,19.23,8.53,13.7,11.2,35.36,23.23,69.2,14.53,43.46,29.25,16.29,50.0,38.5,38.51,19.73,21.51,51.53,22.4,30.0,19.46,66.39,9.02,36.46,63.2,35.35,35.55,52.5,39.12,13.95,36.84,26.32,18.4,26.4,56.1,48.74,9.4,20.98,32.17,,84.73899999999998,32.4,30.5,36.4,108.36,25.94,46.8,47.21,60.03,57.07,40.04,30.47,15.39,67.67,25.33,9.53,54.58,58.38,11.67,33.79,49.0
26/12/2019,19.22,57.07,46.65,53.2,34.35,36.36,37.76,12.4288,75.65,39.05,30.14,35.18,30.17,18.28,62.73,19.5,8.7,13.69,11.6,35.81,23.35,69.07,14.5,43.53,30.0,16.55,51.12,37.9,38.64,19.72,21.78,52.77,22.72,30.1,19.89,68.32,9.14,36.65,64.4,34.9,35.81,53.81,39.97,14.19,37.4,26.49,18.52,26.65,56.87,49.09,9.69,21.53,33.27,,84.40100000000002,32.69,30.91,38.12,109.75,26.6,48.26,48.04,61.61,58.0,40.72,30.92,15.59,66.99,25.6,9.53,54.79,58.89,11.8,34.85,48.6
27/12/2019,19.16,57.8,44.21,52.97,34.13,36.22,37.84,12.5272,74.74,39.17,30.43,35.24,30.44,17.98,62.4,19.16,8.54,13.69,11.61,35.4,23.3,70.03,13.96,44.16,30.02,16.46,50.81,37.74,38.1,19.72,21.73,53.1,22.73,30.4,19.88,69.14,9.1,36.92,63.8,34.0,35.5,53.26,39.52,14.13,37.3,26.4,18.28,26.09,56.1,48.73,9.76,21.94,33.04,,84.3741,32.17,30.52,37.67,109.92,26.87,47.96,48.31,61.83,58.21,40.0,30.8,15.59,64.82,25.72,9.43,53.6,58.48,11.5,35.34,48.8
30/12/2019,18.67,58.28,42.97,52.82,34.07,36.17,37.7,12.6255,75.6,38.28,30.07,35.2,29.85,18.06,62.86,18.98,8.37,13.79,11.43,35.55,23.35,69.57,14.11,43.8,29.69,16.3,50.8,37.8,38.24,19.73,22.1,54.24,22.79,30.53,20.0,68.25,9.28,36.8,63.9,34.04,35.69,52.9,38.95,14.09,37.1,25.8,18.49,25.91,56.19,47.7,9.96,21.55,33.1,,83.9945,32.0,30.18,37.1,111.64,26.1,47.41,49.3,60.56,60.34,39.68,31.06,15.67,64.55,25.48,9.51,53.3,57.98,11.17,34.66,47.5
02/01/2020,19.2,58.8,44.45,53.8,35.44,37.51,38.1,12.36,75.81,38.03,30.74,35.88,30.4,18.22,65.18,19.0,8.57,13.88,12.2,35.21,23.93,71.71,14.69,44.71,31.11,16.3,52.0,38.18,38.71,20.2,21.91,53.29,23.55,31.02,20.76,71.66,9.68,37.17,66.44,34.56,36.0,54.5,39.89,14.35,38.03,27.2,18.49,26.8,57.5,49.33,10.06,22.2,33.55,,84.2074,32.8,30.7,39.2,114.83,26.4,49.62,51.04,60.55,61.72,40.79,30.84,15.77,69.15,25.6,9.7,54.33,57.21,11.73,35.24,46.75
03/01/2020,18.93,56.76,43.81,53.71,34.87,37.51,37.68,12.6845,76.03,38.57,30.56,35.94,31.75,18.63,64.3,18.79,8.46,13.73,12.15,34.99,24.55,73.1,14.58,44.2,32.8,16.17,52.3,37.6,38.55,20.41,22.05,54.21,23.27,30.11,20.42,73.0,9.7,35.9,69.25,34.98,36.74,54.58,39.58,14.14,37.63,27.47,18.94,26.85,57.1,48.89,10.28,22.2,33.55,,84.5589,31.99,30.45,40.01,112.27,25.63,48.9,51.01,59.51,64.01,40.65,30.8,15.8,69.98,25.3,9.6,53.93,57.72,11.48,34.79,45.77
06/01/2020,19.02,55.0,43.39,53.0,34.67,36.84,38.3,12.6747,75.92,38.75,29.03,35.57,33.4,18.5,63.9,18.31,8.25,13.92,11.99,35.32,23.48,72.67,14.22,43.82,32.5,16.08,51.86,37.78,38.61,20.38,21.88,54.38,23.3,31.0,20.37,69.99,9.65,34.25,66.96,34.24,35.9,54.49,39.21,14.11,37.07,26.82,19.11,26.54,57.05,48.93,10.09,21.9,33.49,,84.5143,33.03,30.81,41.65,110.06,24.9,48.33,47.51,58.6,64.27,40.58,30.99,15.78,69.01,24.75,9.42,53.61,56.83,11.48,34.88,46.65
07/01/2020,19.06,56.82,44.79,52.6,34.08,36.2,38.32,13.2745,75.6,38.92,28.99,35.16,32.53,18.8,63.74,18.72,8.01,14.43,12.08,34.91,23.34,73.98,14.22,44.4,32.6,16.44,51.97,38.75,39.2,20.5,21.75,53.74,23.18,31.32,20.69,67.6,9.72,34.45,65.12,32.64,35.55,54.65,39.47,13.92,36.21,27.3,19.17,26.01,57.02,48.79,10.4,22.0,33.58,,84.9543,32.58,30.69,40.59,108.55,25.27,48.8,47.41,57.6,63.01,41.1,30.62,15.95,69.3,25.3,9.51,54.0,56.95,11.65,35.15,45.78
08/01/2020,18.97,56.92,44.67,52.12,33.56,35.64,38.3,13.4023,74.93,38.91,28.85,36.51,34.16,18.25,64.59,18.59,7.83,14.83,12.0,34.69,22.9,72.76,14.2,44.34,31.59,16.48,51.45,39.31,39.53,20.33,21.72,53.7,23.34,31.13,20.77,68.0,9.66,35.81,63.78,31.88,35.09,54.8,39.62,13.71,35.62,27.97,19.38,25.82,57.39,50.29,10.66,21.62,33.71,,84.9444,32.05,30.5,39.81,110.0,25.6,48.56,47.04,56.75,62.56,43.15,30.31,16.12,68.37,25.1,9.39,54.01,56.69,11.6,33.82,45.51
09/01/2020,18.82,57.28,44.65,51.06,33.23,35.07,38.19,13.1958,75.44,38.41,28.09,36.84,34.85,18.51,68.04,18.14,7.35,14.71,12.1,35.32,23.4,71.98,14.05,43.39,31.43,16.43,51.6,39.35,40.11,20.19,22.26,54.72,23.62,31.71,20.66,68.37,9.67,36.65,63.4,31.93,35.84,54.79,41.15,13.44,34.91,28.31,19.26,26.52,56.95,52.08,10.91,21.46,33.5,,85.0,32.23,30.4,40.1,113.31,25.93,48.82,46.15,57.62,64.67,43.04,29.93,15.9,69.5,25.15,9.33,53.3,56.62,11.66,33.32,45.91
10/01/2020,18.89,57.5,44.3,49.86,32.65,34.43,36.4,13.1368,76.5,38.29,28.2,36.34,34.45,18.64,66.78,18.17,7.4,14.93,12.2,35.99,23.64,73.05,14.21,42.04,31.65,16.37,52.37,40.1,40.65,20.11,22.67,55.06,23.9,31.15,20.94,68.78,9.88,37.24,62.05,32.08,36.03,54.74,41.17,13.35,34.6,28.16,19.76,26.47,57.13,51.8,10.75,21.25,33.15,,90.9,32.1,30.27,40.65,109.8,25.67,47.85,45.95,57.41,64.63,43.11,30.45,16.32,68.98,25.09,9.14,53.36,57.31,11.7,34.0,46.11
13/01/2020,19.21,58.3,44.35,50.42,33.05,34.8,36.13,14.3364,76.7,39.9,28.79,36.7,34.0,19.04,69.17,18.3,7.43,15.35,12.55,35.86,23.43,74.81,15.07,41.6,32.25,16.65,53.36,40.2,40.79,20.46,22.67,55.17,23.89,31.0,21.84,69.96,10.39,38.0,62.39,32.87,37.19,56.33,41.52,13.53,35.06,28.73,20.24,26.99,58.37,54.23,11.05,21.57,33.5,,90.9,32.09,30.33,41.95,112.37,25.95,48.0,46.52,60.01,62.84,44.7,30.6,16.33,69.65,25.32,9.54,55.3,58.69,12.7,34.32,47.7
14/01/2020,19.1,59.19,44.65,50.15,33.12,34.76,36.56,14.2086,75.24,40.28,28.8,36.55,34.27,19.22,68.35,18.91,7.49,15.51,12.79,35.59,23.4,77.31,14.83,42.5,32.5,17.36,54.1,39.5,40.15,20.37,22.67,54.5,24.45,31.46,21.42,70.92,10.15,37.99,62.5,33.3,37.81,56.15,41.24,13.68,35.06,28.7,20.92,27.87,57.63,54.0,11.36,22.05,34.0,,87.1,31.83,30.0,42.96,114.05,25.8,48.2,45.88,61.21,63.4,44.25,30.54,16.4,69.65,25.6,9.58,55.64,58.45,13.35,35.0,48.7
15/01/2020,18.9,59.3,43.45,49.23,32.36,34.15,36.6,14.4,74.6,40.38,28.44,36.47,33.62,19.21,70.11,18.51,7.27,15.41,12.35,35.85,22.85,76.04,14.63,41.58,32.0,17.5,53.45,39.32,40.02,20.0,22.2,54.71,24.25,31.23,21.1,72.88,10.17,36.97,61.01,32.21,37.32,55.44,42.21,13.46,34.63,28.61,20.67,27.5,57.25,53.66,11.91,21.7,33.97,,75.5576,31.12,29.55,42.39,114.39,24.97,48.21,45.26,60.9,64.0,44.94,30.76,16.41,69.82,25.37,9.39,55.46,58.11,13.55,35.23,48.27
16/01/2020,18.7,59.44,43.95,49.45,32.89,34.64,36.07,14.99,73.65,40.24,28.16,35.87,34.08,18.75,70.36,18.78,7.3,15.5,12.02,36.5,23.44,77.2,14.76,41.07,32.12,17.99,53.09,40.2,40.86,19.65,22.4,54.79,24.4,31.24,21.3,71.9,10.21,36.64,63.06,32.3,37.5,55.19,41.8,13.49,34.7,28.81,20.64,27.85,57.71,53.46,12.1,21.62,34.15,,75.5799,31.22,29.52,41.63,113.82,24.34,49.15,45.17,60.55,63.37,44.3,30.69,16.59,69.83,25.42,9.67,55.17,59.51,13.59,35.87,48.5
17/01/2020,18.7,61.35,45.34,50.12,33.58,35.45,36.14,14.85,76.63,41.71,28.75,35.75,34.27,18.97,71.26,19.03,7.23,15.64,11.67,37.3,23.39,78.0,14.78,41.64,33.13,18.2,53.43,40.25,41.17,19.55,22.4,54.5,24.51,31.39,21.57,74.1,10.42,37.93,63.0,31.8,37.42,55.5,43.03,13.6,34.94,29.75,20.74,28.33,59.22,54.35,12.1,21.69,34.56,,75.1952,31.7,29.85,41.81,115.68,24.3,49.49,46.11,60.15,64.58,43.78,31.32,16.64,72.36,26.27,9.76,57.0,59.62,13.73,36.8,50.0
20/01/2020,18.8,61.77,45.5,49.8,33.06,34.76,36.16,14.87,76.5,42.39,29.13,36.05,34.43,18.97,75.68,19.45,7.05,15.41,11.53,38.0,23.54,79.56,15.1,41.0,33.85,18.4,53.4,40.35,41.13,19.39,22.89,54.7,24.54,32.23,22.27,76.33,10.85,37.8,63.15,31.37,37.75,56.36,43.85,13.41,34.23,29.82,20.87,29.01,59.5,56.0,12.27,22.29,34.48,,75.2081,31.98,30.0,42.6,119.11,24.49,49.6,45.71,60.3,66.08,42.95,32.0,16.29,72.88,26.74,9.64,57.36,60.42,14.01,37.93,52.0
21/01/2020,18.74,60.05,44.7,48.36,32.28,33.6,36.0,15.22,76.88,41.59,28.7,35.43,35.54,18.39,76.56,19.44,6.9,15.22,11.18,37.76,22.97,78.07,14.66,39.33,33.52,18.58,53.6,39.57,40.68,18.93,22.88,54.47,24.4,32.15,21.8,74.47,10.51,36.68,63.8,27.42,36.66,55.88,43.01,13.1,33.5,30.09,20.86,29.01,58.95,55.91,12.35,21.65,34.25,,75.457,31.02,29.62,43.33,125.5,24.23,49.2,43.94,60.33,66.15,42.7,31.93,16.7,72.2,26.35,9.55,56.03,60.43,14.32,37.49,51.47
22/01/2020,19.05,59.6,46.96,48.74,32.18,33.72,36.19,14.05,75.92,42.25,29.05,35.6,36.36,18.47,75.85,19.3,7.16,15.05,11.3,37.69,23.28,80.39,15.68,39.74,34.03,18.39,53.61,41.78,42.42,19.2,22.88,55.6,24.39,32.87,22.07,74.54,10.71,37.18,63.97,27.4,35.6,55.97,44.9,13.29,33.7,30.05,21.43,28.52,59.85,55.69,12.1,21.81,34.73,,75.5826,31.02,29.29,44.49,125.75,24.32,49.83,43.51,61.06,66.88,44.85,31.88,17.0,74.08,27.41,10.75,56.3,61.28,15.0,38.9,51.0
23/01/2020,18.65,61.2,48.7,51.48,33.05,34.61,36.24,14.27,78.4,41.66,29.47,34.84,39.0,18.86,75.35,20.08,7.12,15.28,11.69,38.3,23.75,80.71,15.49,40.41,34.38,18.96,53.6,41.51,42.51,18.99,23.2,55.66,24.41,32.25,22.16,72.65,10.62,39.05,64.3,26.8,35.48,57.08,43.88,13.55,34.5,29.82,21.83,29.06,60.87,56.58,12.14,21.75,35.52,,75.5217,31.23,29.65,44.99,123.49,24.79,51.74,44.46,62.63,67.02,44.45,32.16,16.77,74.87,27.81,11.11,55.5,60.58,15.16,39.65,51.99
24/01/2020,18.99,59.46,48.99,50.8,32.87,34.35,35.9,13.1,78.16,40.84,29.59,33.83,37.63,18.74,74.25,19.82,7.0,15.44,11.67,37.93,23.66,80.57,14.91,39.54,33.34,18.9,53.87,40.75,42.38,18.55,23.08,55.9,24.43,32.36,21.67,70.65,10.38,37.82,64.5,27.28,35.03,54.9,42.82,13.35,34.24,29.3,21.67,28.95,60.17,56.15,12.1,21.65,35.13,,75.1153,31.11,29.3,43.98,124.0,24.33,51.41,44.14,62.47,66.39,43.87,31.95,16.39,73.46,27.53,10.82,53.8,59.94,15.0,41.43,52.03
27/01/2020,18.55,57.48,47.65,50.3,32.0,33.56,35.0,12.36,75.02,38.64,28.65,31.78,35.22,18.44,72.13,19.42,7.0,15.22,11.28,37.0,22.66,78.81,13.75,37.82,32.2,19.02,52.82,38.55,41.22,18.14,22.89,56.2,24.06,32.15,19.95,68.21,9.6,35.3,61.23,26.3,34.13,53.43,41.9,13.06,33.5,27.3,20.98,28.22,58.88,53.8,11.22,20.17,34.08,,75.4297,29.8,28.03,41.86,125.0,23.9,51.44,43.98,61.58,63.98,40.93,31.65,16.5,72.26,26.45,10.05,50.51,60.44,13.9,40.97,50.84
28/01/2020,18.8,62.41,49.08,50.71,32.08,33.6,35.01,12.15,75.22,38.25,29.0,31.36,34.17,18.8,75.05,19.45,7.25,15.5,11.7,37.21,23.39,80.35,13.64,38.41,33.08,19.1,53.49,40.3,42.66,18.2,23.15,57.41,24.64,32.5,20.2,70.49,9.86,36.19,62.5,26.45,33.81,54.14,44.31,13.11,33.49,28.19,20.86,28.47,59.67,57.51,11.73,20.11,34.65,,75.0347,30.5,28.8,44.0,124.87,23.9,52.9,43.42,64.5,64.51,41.65,31.86,17.02,74.55,26.95,10.04,51.2,61.0,14.64,42.01,52.23
29/01/2020,18.3,59.87,48.6,49.46,31.4,33.12,35.62,11.93,75.41,37.53,28.65,31.1,32.85,18.96,75.44,19.0,6.96,15.41,11.7,38.23,23.6,79.99,13.36,37.01,32.74,18.87,53.02,40.52,42.53,18.18,22.51,57.14,24.27,31.16,20.14,70.49,9.67,34.94,61.3,26.38,34.75,54.05,44.0,12.97,32.97,27.39,21.06,28.4,60.0,57.29,11.1,21.05,35.03,,75.2972,30.36,28.85,42.44,128.59,23.65,54.25,42.43,62.4,64.0,41.02,31.8,16.87,73.5,26.11,9.88,50.75,60.6,14.45,42.39,51.84
30/01/2020,18.34,59.71,48.8,49.8,31.7,33.45,35.61,11.42,73.87,37.67,28.97,30.6,31.8,18.76,74.0,18.8,7.09,15.19,11.49,38.46,23.12,80.68,13.41,36.23,32.47,18.36,52.5,39.67,41.4,18.1,22.23,56.59,24.38,31.66,20.74,70.32,9.9,35.04,60.11,25.79,35.45,53.48,44.17,13.08,33.45,26.95,20.65,27.71,59.2,56.5,10.82,21.18,35.01,,75.4114,30.99,28.94,41.7,125.3,23.22,53.83,42.21,62.29,62.01,40.51,31.25,16.72,72.7,25.96,9.77,51.5,59.87,14.65,40.97,52.29
31/01/2020,17.85,59.26,48.2,48.54,31.35,32.89,34.78,11.93,74.27,37.01,28.8,30.55,31.55,18.4,71.2,18.24,7.07,14.95,11.62,38.27,22.59,79.7,12.9,36.5,31.8,17.73,52.05,39.22,40.87,18.14,22.35,55.88,23.84,31.0,20.05,70.21,9.53,34.25,60.07,24.82,35.57,53.3,44.83,12.86,32.82,27.58,20.92,27.55,57.45,55.8,10.97,20.87,34.68,,75.4119,30.35,28.45,41.46,124.22,23.2,53.63,41.8,61.0,63.31,39.67,31.13,16.75,74.65,25.26,9.63,50.27,59.39,14.0,39.41,52.71
03/02/2020,17.59,60.13,50.09,48.78,31.58,33.1,34.93,12.31,75.48,37.68,29.35,31.57,33.45,19.05,71.42,18.45,7.16,15.18,11.65,39.0,22.55,82.24,13.02,36.66,32.45,18.0,52.6,38.87,40.23,18.04,22.96,57.23,24.9,31.71,20.55,73.44,9.89,34.35,61.8,25.0,36.51,54.06,40.77,12.85,32.9,28.12,20.55,27.3,57.78,56.53,11.25,20.58,35.22,,76.0341,30.01,28.18,43.82,123.81,23.26,54.46,42.09,61.76,63.19,39.5,31.24,17.06,78.42,25.36,9.7,50.91,60.26,14.49,40.67,54.87
04/02/2020,17.65,60.8,49.96,48.25,31.68,33.1,34.45,12.04,74.99,38.6,29.23,32.18,33.4,19.18,73.45,18.1,6.96,15.37,12.3,38.35,23.08,81.4,13.25,37.2,32.85,17.75,52.85,38.62,40.63,18.25,22.51,58.95,25.86,32.66,21.43,73.5,10.08,35.16,61.35,25.86,37.74,54.67,41.29,12.88,33.16,27.48,20.96,27.8,57.6,57.66,11.3,21.15,35.18,,75.992,30.75,28.63,43.72,123.12,23.73,55.0,42.05,62.94,61.73,38.89,31.22,16.91,78.0,25.13,9.79,52.27,61.0,14.95,40.52,56.6
05/02/2020,17.25,61.27,49.35,50.4,32.26,33.74,34.63,12.1,78.42,38.86,29.59,32.07,34.31,19.1,73.5,18.35,7.04,15.97,12.18,39.2,22.94,82.3,13.3,37.0,33.0,17.86,52.8,38.0,40.28,18.41,22.45,59.13,25.87,33.5,21.4,72.49,10.24,36.19,58.38,25.52,38.29,54.2,42.5,12.95,33.36,27.22,21.06,27.45,57.2,57.3,11.63,21.6,34.77,,75.9811,30.48,28.39,43.6,121.81,23.7,55.52,42.4,64.95,62.4,38.4,31.27,16.8,78.25,25.41,10.27,52.99,60.85,15.14,41.37,55.5
06/02/2020,16.87,59.07,48.69,49.55,31.81,33.35,34.8,11.9,78.01,38.93,29.3,31.85,31.75,18.34,71.5,17.8,7.37,15.68,11.85,38.25,22.62,80.96,13.22,36.52,33.0,17.43,51.81,36.29,39.26,18.65,22.23,58.24,25.46,32.1,21.24,72.0,9.88,35.75,58.7,25.3,38.05,53.5,42.65,12.82,33.28,26.79,21.26,26.69,55.22,55.83,11.44,21.1,33.78,,75.9952,31.3,29.18,43.65,121.25,23.56,53.84,41.75,63.8,61.78,38.9,30.89,16.63,76.67,25.09,10.04,53.28,60.2,14.85,42.84,53.66
07/02/2020,16.92,56.29,48.3,49.6,31.71,33.73,35.36,11.15,77.03,37.82,28.84,31.54,31.78,18.04,67.96,17.28,7.36,15.18,11.29,37.8,22.54,78.9,12.72,35.0,32.73,16.82,50.32,35.67,38.37,18.39,21.51,57.36,25.17,31.2,20.25,70.14,9.47,34.46,57.63,24.68,38.63,53.77,39.53,12.79,33.71,25.67,20.6,26.2,55.57,54.23,11.09,20.03,33.24,,75.46300000000002,31.46,28.93,42.2,120.5,23.2,52.93,41.6,63.37,59.96,37.64,30.53,16.66,75.46,24.34,9.62,52.1,59.79,14.32,41.1,52.8
