Period,Dependent,Independent,Dickey-Fuller,ADF,Beta,Std,HalfLife,SignalStr,Corr,PeriodQt,PeriodStr
140,BRDT3,BRFS3,-3.1094782135719297,95,0.823792893331581,0.3774809688629336,5,Short/Long,0.5512688784726151,6,"140,180,200,220,240,250"
120,BRDT3,BRKM5,-3.1481909060309006,95,0.36337829227572904,0.136119841117866,4,Short/Long,0.5960178636184092,7,"120,160,180,200,220,240,250"
140,BRDT3,BRML3,-3.2600178629045873,95,1.4806271235047288,0.20849076486255422,5,Long/Short,0.7275908873229134,3,"140,160,180"
100,BRDT3,BTOW3,-2.868113305459277,90,0.05387535138128761,0.08600614829962282,4,Long/Short,0.20828241343006904,4,"100,160,180,200"
100,BRDT3,CCRO3,-3.946681699004639,99,1.0228529810466278,0.683648227051199,3,Long/Short,0.6989452239798096,9,"100,120,140,160,180,200,220,240,250"
100,BRDT3,CMIG4,-2.8849987409395976,90,1.267581574215233,0.2696318648915291,2,Long/Short,0.6180008505748313,7,"100,120,140,160,220,240,250"
180,BRDT3,COGN3,-2.9391321408163216,95,1.5107256728938299,1.2375577260049238,8,Short/Long,0.6992461453788386,5,"180,200,220,240,250"
100,BRDT3,CPFE3,-3.0130750471583307,95,0.6534293488991836,0.05042174499573345,4,Short/Long,0.610632109077712,9,"100,120,140,160,180,200,220,240,250"
180,BRDT3,CSAN3,-2.92564069261795,95,0.32716768064412416,1.391593570820206,8,Short/Long,0.7682270937679715,5,"180,200,220,240,250"
140,BRDT3,CSNA3,-2.9790396530429755,95,1.4729244113812414,1.4487306519721364,6,Long/Short,0.6663280312891378,3,"140,200,220"
100,BRDT3,CVCB3,-3.8960568710584833,99,0.3728324042379562,0.2913169972259163,3,Short/Long,0.5276921302880605,3,"100,120,140"
250,BRDT3,CYRE3,-2.965521587699632,95,0.5347631311336913,0.6805904213805845,10,Short/Long,0.7889646688226674,1,250
100,BRDT3,ECOR3,-4.2407535828717124,99,1.0020711515086398,0.3309580619072106,2,Short/Long,0.6765139243539239,9,"100,120,140,160,180,200,220,240,250"
100,BRDT3,EGIE3,-3.6160520890431793,99,0.7072921095785658,0.21732346810974326,3,Long/Short,0.6246904299690245,4,"100,140,160,180"
180,BRDT3,ELET3,-2.9141589757926063,95,0.5577444513752878,0.5007493481751998,7,Long/Short,0.7299726454422132,1,180
180,BRDT3,ELET6,-2.9171964539618793,95,0.6219542739661468,0.2594516192261952,7,Long/Short,0.7423442140545597,1,180
180,BRDT3,EMBR3,-2.879084808630983,95,1.31055106980995,0.8962610647406942,8,Long/Short,0.6391871305839903,1,180
100,BRDT3,ENBR3,-3.3830309709707516,95,1.4534984782592053,2.2489830275759353,3,Long/Short,0.6400650234614557,7,"100,120,140,160,180,240,250"
100,BRDT3,ENGI11,-3.317078949792847,95,0.3686916018673982,0.29986288291587837,3,Short/Long,0.6015266725072979,9,"100,120,140,160,180,200,220,240,250"
220,BRDT3,EQTL3,-2.92788201924096,95,1.125809682056219,0.6800284762823209,9,Short/Long,0.6794646045806945,3,"220,240,250"
120,BRDT3,FLRY3,-3.7112672159311475,99,0.7766489830867519,2.4947249419208744,4,Long/Short,0.6433896314204068,8,"120,140,160,180,200,220,240,250"
140,BRDT3,GGBR4,-3.0964585456547344,95,1.0448449942718223,1.2178514846361963,7,Long/Short,0.7412078438867091,6,"140,180,200,220,240,250"
140,BRDT3,GNDI3,-3.4415217282125385,95,0.4210268779384184,0.7633376882625387,4,Long/Short,0.7583511349431873,7,"140,160,180,200,220,240,250"
140,BRDT3,GOAU4,-2.9628247177194034,95,2.130969061700153,1.0546035007858854,6,Long/Short,0.7303296818584896,7,"140,160,180,200,220,240,250"
140,BRDT3,GOLL4,-3.209839328017671,95,0.48813923636418116,0.1764000347470691,5,Long/Short,0.7369817123407005,7,"140,160,180,200,220,240,250"
140,BRDT3,HAPV3,-2.93859406276684,95,0.5592964629831476,0.1879951661975732,6,Long/Short,0.7310290531593594,4,"140,200,240,250"
100,BRDT3,HYPE3,-3.1808974839445288,95,0.36266240220372714,0.5201033043518405,4,Long/Short,0.30145492531200035,5,"100,200,220,240,250"
100,BRDT3,IGTA3,-3.516038590874418,99,0.4267640126675819,0.9063487788148749,3,Long/Short,0.6184822886116803,6,"100,120,140,160,180,220"
140,BRDT3,IRBR3,-3.5707449338824557,99,0.5328261622403062,0.4495814237043296,4,Long/Short,0.4515292992352261,7,"140,160,180,200,220,240,250"
160,BRDT3,ITSA4,-2.9350158395423853,95,2.6936955796462034,0.5128278101619234,7,Short/Long,0.785698098033496,5,"160,180,200,220,240"
140,BRDT3,ITUB4,-2.9360588117319115,95,1.0160377942473233,0.7069981201884566,6,Short/Long,0.7562571335263475,7,"140,160,180,200,220,240,250"
100,BRDT3,JBSS3,-3.238948182128251,95,-0.42640230124851364,1.040630860504507,4,Long/Short,0.06402450118998362,1,100
100,BRDT3,KLBN11,-2.904114030457773,95,-0.5073471539877397,0.8122528366446307,3,Long/Short,-0.05353906880858991,4,"100,220,240,250"
100,BRDT3,LAME4,-3.010649880085565,95,0.3510299890626427,0.40042086947818717,4,Short/Long,0.4419520041614879,9,"100,120,140,160,180,200,220,240,250"
100,BRDT3,LREN3,-3.377833255378478,95,0.3517473533569481,1.99730441447246,4,Long/Short,0.682351919158443,9,"100,120,140,160,180,200,220,240,250"
120,BRDT3,MGLU3,-3.149571389790773,95,0.24560049854928923,1.0686344351920027,4,Long/Short,0.5650920347069248,5,"120,140,160,180,200"
100,BRDT3,MRFG3,-2.895415151585038,95,-0.3469490153149498,0.5905413300269743,4,Long/Short,-0.037993372021916896,1,100
140,BRDT3,MRVE3,-3.1381775803998373,95,1.2695674879133565,1.403772510536033,5,Short/Long,0.7876460679747208,7,"140,160,180,200,220,240,250"
100,BRDT3,MULT3,-3.066494247546358,95,0.6320880625430667,0.7170519037355483,4,Long/Short,0.5934535124712302,4,"100,140,160,180"
100,BRDT3,PETR3,-4.106619858104734,99,0.8721958298439731,0.570411179540714,2,Short/Long,0.5636590040237397,9,"100,120,140,160,180,200,220,240,250"
100,BRDT3,PETR4,-4.537857817453956,99,0.9919009874630038,0.6761815222516778,2,Short/Long,0.5717810683882962,9,"100,120,140,160,180,200,220,240,250"
160,BRDT3,QUAL3,-2.8874634185069623,95,0.5788854073401555,1.6409946457493823,8,Long/Short,0.7428165597145011,1,160
160,BRDT3,RADL3,-3.0680500749539577,95,0.42776449802537686,0.3120389421286274,6,Short/Long,0.4551311083530566,1,160
100,BRDT3,RAIL3,-4.320832203668927,99,0.8673326509791086,0.18871123537244136,2,Short/Long,0.40746791506540947,2,"100,120"
140,BRDT3,RENT3,-2.9017625906509554,95,0.4048297726110308,0.9351444335895533,6,Long/Short,0.7738982016959033,7,"140,160,180,200,220,240,250"
200,BRDT3,SANB11,-2.880585861412395,95,0.666810402075304,0.47515142472280875,9,Long/Short,0.7705346853138533,3,"200,220,240"
100,BRDT3,SBSP3,-3.7048107516413333,99,0.16112133457438244,0.9268575281569946,3,Short/Long,0.5988186950086855,8,"100,120,160,180,200,220,240,250"
220,BRDT3,SULA11,-3.043931400874332,95,0.407166420470939,1.581469197645266,9,Short/Long,0.6929172151178503,3,"220,240,250"
100,BRDT3,SUZB3,-2.942572861612372,95,-0.199722036932207,0.6823705175167039,2,Long/Short,-0.15419001265780574,2,"100,120"
100,BRDT3,TAEE11,-3.5276500552596035,99,1.5347209586311297,1.2272213795058997,3,Long/Short,0.4387857159975445,8,"100,120,140,160,180,220,240,250"
100,BRDT3,TIMP3,-3.136748657139249,95,1.1825479887724426,0.39706432575321216,4,Long/Short,0.4675122243317941,4,"100,140,160,180"
100,BRDT3,UGPA3,-5.0875744832309655,99,1.0844219831688233,1.8481782412988905,2,Long/Short,0.7488963403906145,7,"100,120,140,180,200,220,240"
160,BRDT3,USIM5,-2.8704117811158527,90,1.6721606987679627,2.0183136704940123,8,Long/Short,0.687829221744956,6,"160,180,200,220,240,250"
100,BRDT3,VALE3,-3.572752039176495,99,0.3758218013595729,0.34752007019213427,3,Short/Long,0.26877022941364676,8,"100,120,140,160,180,200,220,250"
140,BRDT3,VIVT4,-2.955534230378598,95,0.9138524669316848,0.31562737913848155,7,Short/Long,0.4712046817042362,7,"140,160,180,200,220,240,250"
100,BRDT3,VVAR3,-2.949804286941668,95,0.6697490110127132,0.2523165561808196,2,Short/Long,0.41916909019273507,7,"100,120,160,180,200,220,240"
120,BRDT3,WEGE3,-2.8769313285406475,90,-0.08102913642589576,1.260971976629378,4,Long/Short,0.4571257621455058,1,120
100,BRFS3,BRKM5,-4.646508699551102,99,0.5083491743512735,1.0998977891480584,2,Short/Long,0.4410515618719688,9,"100,120,140,160,180,200,220,240,250"
160,BRFS3,BTOW3,-3.298477868726821,95,0.31857190006697106,2.4775887805045285,6,Short/Long,0.5607991975854543,6,"160,180,200,220,240,250"
140,BRFS3,CCRO3,-2.9443465894002436,95,1.8253647369354962,0.04478219097528294,6,Long/Short,0.5950370571139788,7,"140,160,180,200,220,240,250"
100,BRFS3,CPFE3,-3.704973547834902,99,0.6963075596781035,0.4199421999414379,3,Short/Long,0.13253454846501808,4,"100,120,140,250"
100,BRFS3,CRFB3,-3.1545102851227695,95,-0.6800975177685376,0.5342107562538576,4,Long/Short,0.14287218056843842,1,100
200,BRFS3,CSNA3,-3.0223866616555304,95,1.608901142144145,1.2953079298292163,8,Long/Short,0.5426477851063689,4,"200,220,240,250"
180,BRFS3,CVCB3,-3.0047771041719296,95,0.5252705097016165,0.04127690391543968,7,Short/Long,0.47591272879553,4,"180,200,240,250"
160,BRFS3,ENBR3,-2.9063050465900426,95,2.1553651548295587,1.140499163191099,6,Long/Short,0.5341850863107975,1,160
120,BRFS3,GNDI3,-2.8684762479570654,90,0.31743533108022653,1.1415061715999497,5,Long/Short,0.47960534679684874,8,"120,140,160,180,200,220,240,250"
200,BRFS3,GOLL4,-2.898705414711741,95,0.5658310573661105,0.012052129696018066,8,Long/Short,0.5427679222325216,4,"200,220,240,250"
140,BRFS3,HAPV3,-3.2360105435928306,95,0.5786679365584546,0.43911762076163163,5,Long/Short,0.5860166691458052,7,"140,160,180,200,220,240,250"
220,BRFS3,HGTX3,-3.0098754471088482,95,0.8890385547010898,1.9268988735501658,10,Long/Short,0.4832276588421088,3,"220,240,250"
140,BRFS3,IRBR3,-3.167328181448292,95,0.5572129736827557,0.6854688684420683,5,Long/Short,0.33357240730371596,2,"140,160"
140,BRFS3,LAME4,-3.0790926325177708,95,0.9835767237430153,1.8305801153487569,6,Short/Long,0.6589615824517356,7,"140,160,180,200,220,240,250"
140,BRFS3,MGLU3,-3.0190573766568956,95,0.41898013269627066,0.8116035776275875,6,Long/Short,0.6285269264162655,7,"140,160,180,200,220,240,250"
180,BRFS3,MRVE3,-3.068351678676506,95,1.3871319543284066,0.8319966505268831,7,Short/Long,0.46624557854449045,5,"180,200,220,240,250"
100,BRFS3,PETR3,-2.8721742303415567,90,0.6722648055650965,0.34059410270273094,4,Short/Long,0.13622838139413482,9,"100,120,140,160,180,200,220,240,250"
140,BRFS3,PETR4,-3.3767193394634702,95,0.8512947699624012,0.25606020337369784,5,Long/Short,0.6709674925475222,7,"140,160,180,200,220,240,250"
200,BRFS3,RAIL3,-3.054455204219389,95,1.9120501484176313,1.3095902496840608,5,Short/Long,0.6540594889686804,4,"200,220,240,250"
240,BRFS3,SBSP3,-2.8738819805992915,95,0.42577845587263974,2.1164089963847434,12,Short/Long,0.463539970750495,2,"240,250"
140,BRFS3,TAEE11,-3.125619152285696,95,2.378812346302251,0.8424760521673667,5,Long/Short,0.5017580790536429,1,140
100,BRFS3,TOTS3,-2.885620654869676,90,-0.06619111005519046,0.37134915498281057,4,Long/Short,0.09611913767463955,2,"100,120"
100,BRFS3,VALE3,-2.8978298714722004,95,0.413310140930784,0.7144287628857071,4,Short/Long,0.20635611961172207,8,"100,140,160,180,200,220,240,250"
100,BRFS3,WEGE3,-2.8704367895845215,90,-0.1519441146901386,1.1473148785732281,4,Long/Short,0.1774972590396741,2,"100,120"
160,BRKM5,BTOW3,-3.4451958671903546,95,0.3381547166871498,1.2420573348279382,5,Short/Long,0.49768906089870674,3,"160,180,200"
140,BRKM5,CCRO3,-2.986126084244068,95,2.0924145523156756,1.2906605589581,6,Long/Short,0.6973833211970143,7,"140,160,180,200,220,240,250"
220,BRKM5,CMIG4,-2.8893998176437132,95,2.18788954878381,1.0231861010414662,10,Long/Short,0.6656488101859972,2,"220,240"
100,BRKM5,CPFE3,-3.028310888461153,95,1.2373359885364246,0.6616178910734565,3,Long/Short,0.3763946353098711,9,"100,120,140,160,180,200,220,240,250"
120,BRKM5,CRFB3,-3.2056724939983017,95,-1.7218664271659256,1.668220655814482,3,Long/Short,0.07538397602138977,1,120
250,BRKM5,CSAN3,-2.899016498459518,95,0.37839716415792335,0.37323695717096156,10,Long/Short,0.6642107620117962,1,250
200,BRKM5,CSNA3,-2.9853376836962,95,1.3986913464817612,2.087330708351975,9,Long/Short,0.6121380740148268,4,"200,220,240,250"
180,BRKM5,ECOR3,-3.033663829786052,95,1.768597341484796,0.9880212469998702,7,Long/Short,0.6495476636242054,5,"180,200,220,240,250"
140,BRKM5,ENBR3,-2.9632671149447027,95,2.161249647510711,2.2961705393276066,7,Long/Short,0.7043170065517024,6,"140,160,180,220,240,250"
220,BRKM5,ENGI11,-2.8815022153086365,95,0.6998764665718742,0.14679770968824352,9,Short/Long,0.6070586709505607,3,"220,240,250"
140,BRKM5,FLRY3,-2.870987930039158,90,1.0702404764367253,2.3667948603900513,7,Long/Short,0.60912914673598,7,"140,160,180,200,220,240,250"
180,BRKM5,GGBR4,-2.872203563291389,90,1.1052265319833499,1.8647179030097243,9,Long/Short,0.6716279236734312,4,"180,220,240,250"
120,BRKM5,GNDI3,-3.2570684846050395,95,0.5102953135499585,1.8865835296610831,6,Long/Short,0.6217474212727576,8,"120,140,160,180,200,220,240,250"
180,BRKM5,GOAU4,-2.881391875728839,95,2.269073055319266,1.800239091112006,9,Long/Short,0.6927947310597428,4,"180,220,240,250"
180,BRKM5,GOLL4,-2.9031962933864794,95,0.5292671457241668,1.43596534150539,8,Long/Short,0.6712273102670748,5,"180,200,220,240,250"
120,BRKM5,HAPV3,-2.9008715330089023,95,0.4345520108874985,1.6713050529699378,8,Long/Short,0.5841066723950655,8,"120,140,160,180,200,220,240,250"
240,BRKM5,HGTX3,-2.9298948976545343,95,0.6802687888282701,2.1826323950270874,12,Long/Short,0.6114984689339802,2,"240,250"
180,BRKM5,IGTA3,-2.960853166772753,95,0.6433786070675119,1.6057044639084295,8,Long/Short,0.6219104475654639,4,"180,220,240,250"
140,BRKM5,IRBR3,-2.976628757500076,95,0.5496994816760414,1.4377005563400576,6,Long/Short,0.42815617548320933,7,"140,160,180,200,220,240,250"
240,BRKM5,ITUB4,-2.8924500586934037,95,0.9989078364643249,0.7628594616326523,13,Long/Short,0.61150726460211,2,"240,250"
180,BRKM5,JBSS3,-3.0823837204600553,95,1.6409987771492336,0.793853822130173,7,Long/Short,0.515674121932179,4,"180,200,220,250"
200,BRKM5,KLBN11,-2.996963951367065,95,1.5048167499950544,1.5218752056009928,9,Long/Short,0.42833520031062433,4,"200,220,240,250"
140,BRKM5,LAME4,-3.1402754957376366,95,1.0943333128751114,0.4525962591509518,5,Short/Long,0.5989534584348583,7,"140,160,180,200,220,240,250"
140,BRKM5,LREN3,-2.920472529255078,95,0.5684983524277534,2.148967363427665,7,Long/Short,0.6240487319792009,7,"140,160,180,200,220,240,250"
140,BRKM5,MGLU3,-3.064791756092452,95,0.4460867310809158,1.7552178950645658,6,Long/Short,0.6572709544666026,6,"140,160,180,200,220,240"
220,BRKM5,MRVE3,-3.0213527784260066,95,1.2900986224249358,0.5995385050264482,9,Long/Short,0.6472349290763986,3,"220,240,250"
