Period,Dependente,Independente,Dickey-Fuller,ADF,Beta,HalfLife,Hurst,Corr,Signal,SignalStr,PeriodQt,PeriodStr
250,TOTS3,VIVT4,0.0008003355209038845,99,3.4171437340006263,6,0.27123429662597703,0.8137279283938612,1.1172192447935996,Long/Short,7,"140,160,180,200,220,240,250"
250,B3SA3,SBSP3,0.01109802402078132,95,0.4913431624036363,8,0.2366303578105634,0.8144793710562613,1.0510721635183546,Short/Long,7,"100,140,180,200,220,240,250"
250,LREN3,SBSP3,0.007779396840543191,99,0.8596218291528732,8,0.19055196531446827,0.9045799516880773,1.0563961710075225,Long/Short,9,"100,120,140,160,180,200,220,240,250"
250,CYRE3,SBSP3,0.004311442899397834,99,0.7393826343544132,10,0.2391906499899744,0.9252739359155008,1.0683601205257305,Long/Short,7,"140,160,180,200,220,240,250"
250,MULT3,SBSP3,0.022341617294926033,95,0.5406231417698859,13,0.24142985310985085,0.882852602549869,1.401954731641417,Long/Short,7,"140,160,180,200,220,240,250"
