Date,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,JHSF3,KLBN11,LAME4,LCAM3,LREN3,MGLU3,MRFG3,MRVE3,MULT3,PCAR3,PETR3,PETR4,PRIO3,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TOTS3,UGPA3,USIM5,VALE3,VIVT3,VVAR3,WEGE3,YDUQ3
2019-05-02,17.40765953063965,34.599998474121094,32.032264709472656,46.09361267089844,28.84022331237793,32.433570861816406,24.58127784729004,8.257365226745605,39.526702880859375,28.457275390625,22.461383819580078,30.760000228881836,44.81755065917969,11.411739349365234,36.373600006103516,10.823179244995117,7.090458869934082,12.804813385009766,9.4610595703125,26.418020248413086,40.36152267456055,20.861522674560547,44.7864875793457,12.938499450683594,56.83176803588867,14.721940994262695,8.050000190734863,39.349300384521484,28.909040451049805,30.575471878051758,19.709999084472656,16.750375747680664,20.350000381469727,42.0,15.801970481872559,21.211576461791992,19.34255599975586,13.621941566467285,35.29823303222656,6.491874694824219,22.559999465942383,5.788733005523682,30.474775314331055,26.336288452148438,36.928619384765625,30.625032424926758,11.138670921325684,32.51835250854492,19.078845977783203,2.3386154174804688,15.86685848236084,15.153617858886719,13.068921089172363,40.61137008666992,5.737024307250977,7.159999847412109,12.534707069396973,22.508949279785156,92.54978942871094,27.94283103942871,25.886911392211914,17.649999618530273,16.55997657775879,13.669020652770996,17.540000915527344,33.74650192260742,42.11091995239258,44.82429122924805,28.946577072143555,41.939998626708984,22.922809600830078,43.48813247680664,20.95353889465332,8.36153793334961,45.763614654541016,36.66106414794922,4.139999866485596,18.460039138793945,26.54952621459961
2019-05-03,17.378564834594727,36.08000183105469,32.19289779663086,46.36208724975586,29.42036247253418,32.77742004394531,24.243955612182617,8.371922492980957,39.23642349243164,29.4907169342041,21.508991241455078,30.719999313354492,44.827274322509766,11.910767555236816,37.67829895019531,10.960412979125977,6.986327648162842,12.561685562133789,9.352084159851074,26.27613067626953,42.67616271972656,20.929763793945312,44.24772644042969,13.975321769714355,56.33628463745117,14.463358879089355,8.25,38.59676742553711,28.846397399902344,30.70984649658203,19.510000228881836,16.77909278869629,19.850000381469727,41.869998931884766,15.614919662475586,20.46817970275879,19.80309295654297,13.845730781555176,35.17864990234375,6.617648124694824,23.690000534057617,5.813527584075928,30.667957305908203,26.41153335571289,37.89912033081055,31.76751708984375,10.970893859863281,32.20309829711914,20.056245803833008,2.328911781311035,15.8003511428833,15.289942741394043,13.517396926879883,40.3573112487793,5.902745723724365,7.110000133514404,12.737306594848633,23.33939552307129,92.54978942871094,27.990177154541016,26.003128051757812,17.579999923706055,16.60811424255371,13.700671195983887,17.649999618530273,33.64332962036133,41.71118927001953,45.172515869140625,27.906015396118164,41.9900016784668,22.706148147583008,41.957515716552734,20.699790954589844,8.777141571044922,47.12886428833008,36.4658203125,4.519999980926514,18.34201431274414,25.95081329345703
2019-05-06,17.514333724975586,35.0,31.84328842163086,45.704795837402344,28.4653377532959,31.893287658691406,24.667770385742188,8.467374801635742,38.99452209472656,28.898836135864258,21.527851104736328,31.049999237060547,43.93247985839844,11.713038444519043,38.35049819946289,11.24402904510498,7.18512487411499,12.55346393585205,9.262921333312988,26.400285720825195,43.63095474243164,20.705551147460938,43.92461013793945,13.9166841506958,55.72188949584961,14.489215850830078,8.539999961853027,38.678367614746094,29.222618103027344,30.763599395751953,19.299999237060547,16.8173770904541,20.0,42.06999969482422,15.472681999206543,20.854745864868164,19.553634643554688,13.699780464172363,34.67040252685547,6.530573844909668,23.299999237060547,5.834507942199707,30.812847137451172,26.674898147583008,37.592124938964844,31.259685516357422,10.66329574584961,31.49617576599121,19.841217041015625,2.3677268028259277,15.467812538146973,15.173066139221191,13.5237398147583,40.03484344482422,6.021853446960449,7.0,12.754922866821289,23.25248908996582,92.54978942871094,27.97123908996582,25.92565155029297,17.450000762939453,16.40593147277832,13.560222625732422,17.610000610351562,33.13640594482422,40.90243911743164,44.921016693115234,28.823604583740234,41.33000183105469,22.632841110229492,41.57246398925781,20.74859046936035,8.68808364868164,46.4368896484375,36.43918991088867,4.559999942779541,18.056806564331055,25.617103576660156
2019-05-07,17.116722106933594,35.279998779296875,31.80548858642578,45.815895080566406,28.066640853881836,31.692758560180664,23.854738235473633,8.30509090423584,38.80099868774414,29.10552406311035,22.28221893310547,31.049999237060547,42.86261749267578,11.392908096313477,36.65039825439453,11.161689758300781,7.099926471710205,12.463907241821289,9.16385269165039,26.51556968688965,43.24517822265625,20.276620864868164,43.63086700439453,13.858047485351562,56.08854293823242,14.635746955871582,8.279999732971191,38.34579849243164,29.12412452697754,30.503803253173828,19.200000762939453,16.874805450439453,20.489999771118164,42.349998474121094,15.509702682495117,21.19175148010254,19.371339797973633,13.8360013961792,34.301673889160156,6.50154972076416,23.5,6.246490955352783,30.455455780029297,27.051132202148438,37.443580627441406,31.57710075378418,10.66329574584961,31.14271354675293,19.323196411132812,2.3774304389953613,15.33388614654541,14.686118125915527,13.546225547790527,40.288909912109375,5.7794318199157715,6.820000171661377,13.036802291870117,22.962799072265625,92.54978942871094,27.668231964111328,25.51889991760254,17.299999237060547,16.627370834350586,13.457359313964844,17.600000381469727,32.88299560546875,40.62356185913086,46.5267219543457,29.608755111694336,40.9900016784668,22.73750114440918,40.387428283691406,20.885221481323242,8.371434211730957,46.47429656982422,36.34157943725586,4.71999979019165,17.840438842773438,26.15692710876465
2019-05-08,17.378564834594727,37.0,32.45747375488281,46.834228515625,28.724956512451172,32.349029541015625,23.724998474121094,8.314643859863281,38.55909729003906,28.72972869873047,22.536821365356445,30.389999389648438,42.55138397216797,11.47764778137207,36.96670150756836,11.40271282196045,7.402855396270752,12.5176420211792,9.312456130981445,26.77274513244629,43.44770812988281,20.66655731201172,44.3260612487793,13.946003913879395,58.12002182006836,14.747798919677734,8.350000381469727,38.30036926269531,29.47346305847168,30.665056228637695,19.18000030517578,16.692947387695312,20.75,42.529998779296875,15.550621032714844,21.231399536132812,19.851064682006836,14.108440399169922,33.87315368652344,6.617648124694824,24.520000457763672,6.595531463623047,31.295808792114258,27.521419525146484,38.622047424316406,31.57710075378418,10.756508827209473,31.49617576599121,19.704381942749023,2.3968381881713867,15.276204109191895,14.900423049926758,13.45647144317627,41.22699737548828,5.820038795471191,6.75,13.151314735412598,23.464929580688477,92.54978942871094,28.61512565612793,26.50672721862793,17.799999237060547,17.050996780395508,13.672978401184082,17.6299991607666,34.45065689086914,41.46019744873047,46.623451232910156,29.873626708984375,41.279998779296875,23.01659393310547,39.00501251220703,21.20728302001953,8.490177154541016,45.819725036621094,36.47469711303711,4.53000020980835,18.302677154541016,26.804716110229492
2019-05-09,16.961557388305664,38.0,32.032264709472656,47.24155807495117,28.159360885620117,31.78390121459961,23.88933753967285,8.257365226745605,38.83970642089844,28.65456771850586,23.093168258666992,30.729999542236328,39.41960144042969,11.53414249420166,35.731201171875,11.365202903747559,7.279790878295898,12.445995330810547,9.520499229431152,26.914634704589844,44.363922119140625,20.04266357421875,43.327327728271484,13.926457405090332,58.12002182006836,14.868471145629883,8.529999732971191,38.48210525512695,29.15988540649414,30.36942481994629,19.209999084472656,16.846094131469727,20.350000381469727,42.709999084472656,15.704549789428711,21.508935928344727,19.42890739440918,13.855461120605469,33.38483810424805,6.530573844909668,24.84000015258789,6.780541896820068,31.15091896057129,27.11697006225586,38.126895904541016,31.57710075378418,10.7099027633667,31.104515075683594,20.32991600036621,2.3192079067230225,15.843413352966309,15.338705062866211,13.360376358032227,40.161865234375,5.5914387702941895,6.5,13.74149227142334,23.378019332885742,92.54978942871094,27.800798416137695,25.9837589263916,17.43000030517578,17.301321029663086,13.518681526184082,17.350000381469727,34.093955993652344,40.72581481933594,46.236534118652344,31.7750186920166,44.15999984741211,22.972986221313477,39.696266174316406,21.27560043334961,8.420910835266113,45.38957977294922,36.208457946777344,4.739999771118164,18.24366569519043,27.39361572265625
2019-05-10,16.77729606628418,38.09000015258789,31.465322494506836,46.43614196777344,27.87192726135254,31.5013427734375,24.304500579833984,8.037802696228027,40.397552490234375,29.302820205688477,22.583969116210938,29.8799991607666,38.95275115966797,11.487064361572266,33.40840148925781,11.580879211425781,7.137792587280273,12.34738826751709,10.005937576293945,27.26935577392578,44.17103576660156,19.49675178527832,43.82669448852539,14.063279151916504,53.13547134399414,14.78227710723877,8.699999809265137,38.6820068359375,28.398481369018555,29.509403228759766,19.290000915527344,16.645090103149414,20.690000534057617,41.79999923706055,15.788331031799316,21.707172393798828,19.150667190551758,13.767889976501465,34.172122955322266,6.530573844909668,25.5,6.675638675689697,31.295808792114258,27.841218948364258,37.948638916015625,32.078460693359375,10.672619819641113,30.961214065551758,19.577320098876953,2.270688772201538,15.76650333404541,14.764100074768066,13.213062286376953,40.45502471923828,5.609485149383545,6.369999885559082,13.732685089111328,23.097986221313477,92.54978942871094,27.791330337524414,25.838489532470703,17.520000457763672,17.36872100830078,13.465272903442383,17.280000686645508,34.488216400146484,40.38186264038086,44.30195236206055,30.743913650512695,40.310001373291016,22.667726516723633,40.81046676635742,21.17800521850586,8.341747283935547,46.24987030029297,36.732059478759766,4.610000133514404,18.125646591186523,27.972700119018555
2019-05-13,16.49605941772461,36.599998474121094,30.558216094970703,44.77903747558594,27.074522018432617,30.717449188232422,24.218008041381836,7.398212909698486,40.397552490234375,27.949947357177734,22.235071182250977,29.979999542236328,36.22946548461914,11.11043930053711,31.925800323486328,11.383956909179688,6.96739387512207,11.854540824890137,9.906867980957031,26.994447708129883,42.3193244934082,19.30178451538086,43.56232833862305,13.398717880249023,49.052703857421875,14.394405364990234,8.329999923706055,38.47301483154297,26.96511459350586,28.792722702026367,18.90999984741211,16.386655807495117,20.59000015258789,41.40999984741211,15.453197479248047,20.795272827148438,18.80526351928711,13.43707275390625,34.82985305786133,6.3177266120910645,23.709999084472656,6.6374921798706055,30.610002517700195,27.41795539855957,37.5426139831543,31.053464889526367,10.486196517944336,30.474014282226562,19.293872833251953,2.222169876098633,15.170453071594238,14.510903358459473,12.876729965209961,39.52670669555664,5.414591312408447,6.320000171661377,13.556512832641602,22.393075942993164,92.54978942871094,26.995941162109375,25.083091735839844,16.59000015258789,16.800674438476562,13.362408638000488,17.110000610351562,32.85480499267578,39.415077209472656,41.20661926269531,30.299312591552734,38.130001068115234,22.13570213317871,40.9390869140625,20.494844436645508,8.094366073608398,44.35162353515625,35.94221878051758,4.730000019073486,17.702749252319336,27.776399612426758
2019-05-14,16.42817497253418,35.150001525878906,30.80388641357422,44.34393310546875,26.84272575378418,30.626304626464844,24.736967086791992,7.732332706451416,39.46865463256836,27.902973175048828,21.64100456237793,31.260000228881836,37.532752990722656,11.223426818847656,31.629199981689453,11.458975791931152,6.99579381942749,11.988970756530762,9.867239952087402,26.621986389160156,41.71173095703125,19.53574562072754,43.27837371826172,14.00464153289795,50.707611083984375,14.308209419250488,8.380000114440918,37.982330322265625,28.810548782348633,29.966291427612305,18.93000030517578,16.511083602905273,20.690000534057617,42.790000915527344,15.591537475585938,21.17192840576172,18.939586639404297,13.573290824890137,36.3745231628418,6.424149513244629,23.049999237060547,6.639399528503418,29.846925735473633,27.370927810668945,37.23561477661133,31.256546020507812,10.504839897155762,30.330720901489258,20.906583786010742,2.241577386856079,15.035861015319824,14.705662727355957,13.392473220825195,39.13583755493164,5.361347675323486,6.489999771118164,13.74149227142334,22.1999454498291,92.54978942871094,27.005409240722656,25.1799373626709,17.049999237060547,17.022113800048828,13.362408638000488,17.149999618530273,33.765350341796875,40.43763732910156,41.79666519165039,30.554719924926758,37.45000076293945,22.4148006439209,39.58367919921875,20.738828659057617,8.064678192138672,44.50123977661133,36.1374626159668,4.550000190734863,17.71258544921875,27.629175186157227
2019-05-15,16.108144760131836,34.630001068115234,30.70939826965332,43.61257553100586,26.601652145385742,30.298171997070312,24.434240341186523,7.684597015380859,38.70424270629883,28.006315231323242,21.452411651611328,31.530000686645508,37.49384689331055,11.10102367401123,31.955400466918945,11.299562454223633,7.014726638793945,11.72020435333252,9.352084159851074,26.35594367980957,43.524864196777344,19.69171905517578,42.88671112060547,14.00464153289795,49.54818344116211,13.74794864654541,8.270000457763672,38.1640625,28.6581974029541,29.912538528442383,18.139999389648438,16.367511749267578,20.440000534057617,42.849998474121094,15.994867324829102,20.58712387084961,19.05472183227539,13.54410171508789,37.07211685180664,6.298376083374023,22.65999984741211,6.675638675689697,28.89066505432129,27.02291488647461,36.591915130615234,30.783647537231445,10.486196517944336,30.426246643066406,21.512571334838867,2.163947105407715,14.891654968261719,14.725109100341797,13.341158866882324,39.7807731628418,5.203441619873047,6.349999904632568,13.63578987121582,21.881288528442383,92.54978942871094,26.816028594970703,25.063718795776367,17.110000610351562,17.561275482177734,13.119095802307129,16.940000534057617,33.78416442871094,40.037906646728516,40.83905029296875,30.337148666381836,36.79999923706055,21.891496658325195,39.44517517089844,20.680274963378906,7.866772651672363,44.83787536621094,36.47469711303711,4.300000190734863,17.702749252319336,26.87342071533203
