Period,Dependente,Independente,Dickey-Fuller,ADF,Beta,HalfLife,Hurst,Corr,Signal,SignalStr,PeriodQt,PeriodStr
250,AZUL4,BBSE3,0.0002726865711522658,99,3.62477586434834,5,0.23981924806315816,0.9622810149528068,1.0669057678231744,Long/Short,9,"100,120,140,160,180,200,220,240,250"
250,BBDC3,SANB11,0.01992296535711862,95,0.7362225196134141,8,0.29736952878038264,0.9874927514987156,1.0042594887239158,Long/Short,4,"200,220,240,250"
250,ENGI11,MULT3,0.027359412843997087,95,0.939997706471186,11,0.39959961101999386,0.8625023200134562,1.04564493279108,Short/Long,3,"220,240,250"
